,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,99,1,1702,29,90,50
1,100,0,1768,26,88,47
2,99,91,1705,27,94,47
3,100,0,1842,25,81,45
4,100,0,1752,26,99,42
5,99,35,1804,35,84,56
6,99,22,1769,27,95,47
7,99,24,1726,25,93,47
8,99,1,1592,32,93,57
9,100,0,1794,25,97,46
10,100,0,1589,31,98,49
11,98,23,1854,33,93,52
12,100,0,1720,28,94,53
13,100,0,1773,24,76,42
14,100,0,1955,28,99,48
15,99,21,1667,30,77,54
16,99,1,1773,24,93,39
17,99,1,1842,36,81,57
18,100,0,1742,36,97,58
19,100,0,1643,32,96,53
20,100,0,1810,25,93,46
21,98,98,1684,34,99,54
22,100,0,1802,23,97,42
23,100,0,1624,27,97,45
24,99,1,1705,33,62,52
25,100,0,1809,27,100,47
26,99,1,1743,31,98,57
27,99,22,1784,24,100,42
28,99,41,1735,25,87,42
29,99,38,1794,33,99,53
30,99,75,1780,26,75,43
31,100,0,1666,28,100,46
32,98,29,1788,30,80,50
33,100,0,1815,22,99,42
34,100,0,1875,32,96,48
35,97,97,1774,26,94,49
36,99,35,1722,31,95,52
37,99,1,1765,28,85,45
38,100,0,1822,31,92,52
39,100,0,1670,35,96,59
40,100,0,1924,29,83,50
41,100,0,1585,30,100,50
42,99,98,1706,26,98,40
43,100,0,1800,23,98,45
44,100,0,1754,24,100,38
45,98,49,1647,30,92,55
46,100,0,1774,32,96,55
47,98,63,1675,29,94,49
48,99,1,1733,43,96,60
49,99,2,1634,32,90,59
50,98,89,1644,36,96,61
51,99,1,1674,38,94,57
52,98,49,1742,26,97,48
53,100,0,1876,29,98,54
54,100,0,1719,32,90,51
55,100,0,1755,31,99,54
56,100,0,1925,25,99,45
57,100,0,1884,32,100,55
58,99,58,1656,32,99,48
59,96,95,1573,35,98,58
60,100,0,1716,30,87,48
61,98,30,1790,31,90,50
62,99,5,1829,28,99,49
63,99,3,1714,31,86,55
64,97,68,1783,27,91,56
65,100,0,1777,31,99,56
66,99,76,1811,27,83,43
67,100,0,1810,34,98,56
68,99,2,1639,26,97,52
69,100,0,1855,29,81,54
70,99,46,1787,26,98,45
71,99,1,1858,32,99,49
72,98,93,1809,32,100,56
73,99,1,1833,32,99,52
74,100,0,1682,37,94,58
75,100,0,1656,25,74,41
76,98,63,1689,34,91,59
77,99,2,1657,63,100,45
78,100,0,1761,33,99,61
79,100,0,1778,26,89,44
80,100,0,1758,28,76,44
81,100,0,1891,30,89,49
82,99,1,1771,31,89,44
83,95,99,1544,119,100,54
84,99,1,1677,31,82,48
85,99,1,1739,16,85,37
86,100,0,1784,24,95,46
87,100,0,1778,28,85,52
88,99,94,1668,37,97,54
89,99,10,1854,22,84,43
90,100,0,1733,27,99,47
91,100,0,1882,27,83,45
92,99,40,1700,27,93,52
93,100,0,1784,30,65,53
94,98,54,1763,25,100,42
95,98,48,1803,26,66,45
96,99,1,1769,25,84,42
97,99,1,1744,24,95,47
98,99,1,1773,36,84,62
99,99,19,1707,25,98,45
