,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2183.5,421.669369781,98,36,1734,31,89,54
1,2268.5,452.20731113,100,0,1834,31,93,56
2,2294.0,420.046954329,100,0,1840,30,96,48
3,2205.0,393.768437401,99,1,1706,31,95,50
4,2171.0,466.413058425,100,0,1785,25,93,44
5,2241.5,431.603642777,99,43,1749,33,99,51
6,2214.5,451.101440933,100,0,1685,27,94,47
7,2179.0,409.683751007,98,60,1695,28,100,53
8,2171.5,410.171392119,99,19,1676,32,92,49
9,2248.5,389.977416088,98,67,1731,31,72,55
10,2225.5,417.732839842,99,5,1722,31,94,55
11,2261.5,433.106059613,100,0,1746,29,97,52
12,2198.5,424.299081888,99,76,1695,33,95,51
13,2221.5,424.838060759,98,35,1856,34,100,57
14,2226.0,449.202709404,99,74,1853,31,92,49
15,2223.5,406.021753621,97,50,1717,43,98,68
16,2218.5,406.300858101,99,1,1757,31,89,54
17,2212.5,352.380718825,97,16,1694,32,80,60
18,2202.0,403.690733855,99,2,1711,29,93,51
19,2237.0,424.87893227,100,0,1739,31,88,49
20,2175.0,405.812072683,99,10,1716,31,97,51
21,2166.0,424.957129775,99,14,1717,28,78,47
22,2199.0,424.407643026,98,91,1780,33,97,58
23,2190.0,426.718940066,99,18,1700,30,90,51
24,2213.5,436.569408713,99,75,1780,27,75,49
25,2210.0,432.562245952,98,27,1814,22,87,40
26,2231.5,418.521546954,99,1,1780,27,86,44
27,2158.0,398.276453356,98,76,1742,32,98,56
28,2184.0,436.236714656,99,11,1691,28,99,50
29,2304.5,419.515682734,100,0,1821,27,67,47
30,2210.5,415.935608788,99,1,1842,35,86,58
31,2239.5,395.267212513,99,54,1788,35,100,54
32,2157.0,395.175308377,99,2,1669,31,98,49
33,2210.5,431.299935056,97,82,1727,28,82,46
34,2204.0,408.930834598,98,58,1748,36,97,62
35,2175.5,423.883034152,100,0,1721,32,84,53
36,2223.0,437.271495078,100,0,1779,28,92,48
37,2207.5,437.944903104,98,49,1695,33,85,57
38,2198.5,422.313447056,100,0,1798,36,96,54
39,2230.0,408.966665712,98,64,1704,31,100,47
40,2243.5,423.340792894,99,28,1840,30,99,45
41,2228.0,436.504826478,99,64,1843,21,99,43
42,2223.5,429.160247493,100,0,1796,29,78,50
43,2177.0,388.577945491,99,1,1638,34,90,56
44,2282.5,436.751319441,99,90,1781,30,85,53
45,2263.0,419.940100278,100,0,1734,39,85,61
46,2215.5,427.711902443,100,0,1772,29,99,50
47,2228.0,445.430934432,100,0,1770,35,100,59
48,2251.0,437.274222036,100,0,1722,35,87,56
49,2249.5,410.832084053,99,1,1908,31,83,45
50,2205.5,412.640902497,100,0,1796,24,60,40
51,2193.0,392.717909478,99,39,1723,34,65,55
52,2221.5,430.944097584,99,36,1695,33,90,61
53,2266.0,393.94796545,98,68,1789,29,74,47
54,2155.5,462.934116143,100,0,1761,27,100,47
55,2175.5,405.96278871,99,41,1609,28,96,49
56,2218.0,422.782660566,99,51,1805,30,95,52
57,2188.5,429.75534594,99,1,1939,32,90,49
58,2248.5,418.170514381,99,6,1836,29,96,51
59,2288.5,422.057693743,99,12,1842,20,59,40
60,2236.0,441.236027938,100,0,1843,31,100,57
61,2212.0,415.754864431,100,0,1814,25,67,42
62,2236.0,434.957549488,100,0,1799,29,95,49
63,2280.0,397.986759234,99,4,1807,39,92,65
64,2194.5,380.866897584,99,12,1681,33,77,59
65,2287.5,416.007649653,99,17,1810,33,99,51
66,2282.0,418.381494201,100,0,1696,38,97,62
67,2188.0,404.625241501,99,1,1805,31,95,54
68,2215.0,440.99287341,100,0,1740,30,99,52
69,2193.5,418.360048301,100,0,1775,28,99,48
70,2177.5,405.858742109,99,1,1705,35,93,58
71,2246.0,443.574024247,100,0,1807,21,98,40
72,2209.0,390.740547303,100,0,1709,25,93,48
73,2208.0,416.206514848,99,25,1699,29,88,58
74,2248.5,406.902388107,98,87,1735,34,94,54
75,2224.0,429.652782919,100,0,1844,25,93,46
76,2258.5,402.50105298,99,58,1678,43,84,70
77,2237.5,439.938681571,100,0,1742,29,90,49
78,2271.5,414.130551617,99,1,1875,34,92,54
79,2262.5,422.666342751,99,4,1848,30,100,56
80,2232.0,407.748539516,99,18,1656,28,91,53
81,2296.0,404.768366213,98,54,1705,34,70,61
82,2252.5,411.853198426,99,1,1689,29,98,49
83,2253.5,445.093170656,98,61,1641,38,75,62
84,2259.5,447.397498234,98,86,1788,27,95,43
85,2156.0,398.159379271,99,1,1616,37,88,59
86,2238.0,406.833227126,99,44,1697,27,97,42
87,2242.0,418.939762613,99,1,1776,31,80,56
88,2135.0,416.377194342,98,93,1601,34,84,59
89,2177.5,412.148214721,100,0,1649,35,93,59
90,2263.0,453.001674426,100,0,1802,29,94,49
91,2226.5,437.382374725,100,0,1787,26,99,44
92,2176.5,377.69434927,99,1,1696,25,79,44
93,2189.0,387.230679745,99,1,1720,36,98,59
94,2209.5,436.982868444,100,0,1857,25,80,39
95,2220.5,420.480422565,99,14,1805,35,80,53
96,2215.5,437.293502026,99,1,1802,37,91,60
97,2244.0,392.434424372,99,46,1745,26,90,51
98,2195.0,414.795093662,100,0,1674,33,96,56
99,2149.0,412.304096316,99,15,1647,37,72,60
