,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,98,13,1727,32,88,51
1,100,0,1693,37,83,60
2,100,0,1789,28,91,47
3,99,1,1692,40,96,62
4,100,0,1762,33,100,59
5,100,0,1675,26,88,42
6,100,0,1822,34,95,55
7,98,77,1836,41,95,61
8,99,1,1825,32,100,49
9,100,0,1712,35,90,52
10,100,0,1729,29,95,47
11,99,1,1721,32,90,52
12,99,1,1633,31,93,56
13,99,1,1820,28,99,51
14,98,59,1816,28,91,47
15,98,2,1701,39,80,58
16,99,1,1719,29,97,51
17,100,0,1827,31,73,45
18,97,98,1666,36,98,54
19,99,1,1772,36,94,57
20,100,0,1791,80,100,56
21,99,1,1578,40,96,61
22,98,31,1788,37,94,66
23,100,0,1783,26,100,38
24,99,1,1680,36,99,57
25,99,1,1888,27,96,48
26,98,61,1803,36,88,57
27,98,31,1673,35,80,54
28,99,7,1734,30,100,49
29,99,1,1775,33,90,51
30,100,0,1808,28,61,53
31,100,0,1748,36,80,54
32,99,5,1778,41,84,61
33,98,34,1774,32,84,51
34,97,81,1724,36,97,59
35,99,1,1793,31,99,52
36,99,1,1808,39,88,62
37,99,38,1755,36,96,57
38,99,1,1764,61,89,48
39,100,0,1764,37,90,62
40,99,16,1735,34,85,49
41,99,1,1819,29,73,52
42,99,29,1754,29,97,50
43,99,1,1821,32,93,53
44,99,1,1700,34,96,52
45,100,0,1758,26,84,46
46,100,0,1839,25,99,51
47,99,1,1763,29,87,51
48,98,40,1769,33,90,58
49,100,0,1745,32,96,54
50,98,53,1694,36,95,59
51,99,1,1788,28,81,48
52,100,0,1695,34,98,52
53,100,0,1876,42,89,65
54,99,68,1737,24,72,45
55,100,0,1699,25,73,44
56,99,65,1688,30,82,50
57,98,95,1671,36,95,61
58,99,88,1752,31,97,44
59,71,100,1248,199,100,79
60,99,32,1787,28,76,51
61,98,99,1746,41,99,59
62,100,0,1793,34,97,53
63,99,48,1772,31,86,53
64,98,89,1562,34,98,50
65,100,0,1818,32,96,52
66,99,1,1727,46,89,66
67,97,98,1637,36,98,55
68,100,0,1721,35,71,55
69,96,90,1692,40,100,62
70,99,1,1868,43,87,64
71,100,0,1829,36,90,54
72,98,56,1719,36,97,60
73,99,1,1799,39,97,58
74,99,1,1768,30,73,50
75,100,0,1588,35,96,55
76,99,1,1771,36,99,56
77,100,0,1693,29,98,50
78,97,93,1789,38,96,62
79,99,1,1726,34,99,53
80,76,95,1195,159,99,67
81,98,53,1818,35,99,53
82,100,0,1786,39,98,60
83,98,73,1705,29,83,49
84,100,0,1761,34,100,51
85,98,52,1695,25,87,41
86,99,1,1634,31,96,53
87,100,0,1669,35,100,59
88,99,9,1769,32,97,54
89,98,7,1972,29,89,50
90,99,12,1807,24,95,49
91,99,1,1681,79,98,57
92,100,0,1740,39,93,64
93,99,1,1810,41,98,61
94,99,2,1745,29,99,49
95,100,0,1746,38,96,57
96,99,1,1793,34,94,57
97,98,48,1746,29,100,53
98,100,0,1804,32,97,54
99,99,25,1768,23,99,43
