,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,90,31,1427,290,100,70
1,85,23,1381,322,94,78
2,89,21,1490,304,83,72
3,85,28,1436,315,95,60
4,83,35,1494,332,98,65
5,80,53,1326,322,94,66
6,87,31,1372,321,89,75
7,83,89,1404,306,97,68
8,88,22,1465,299,86,56
9,83,39,1316,304,97,77
10,88,34,1426,316,83,60
11,86,42,1427,307,97,80
12,82,30,1193,319,84,67
13,84,37,1490,319,91,75
14,84,46,1403,292,68,58
15,83,34,1401,306,100,77
16,87,74,1450,296,96,63
17,85,37,1433,312,88,65
18,86,44,1448,325,80,62
19,85,29,1541,314,56,60
20,88,19,1478,310,94,66
21,86,40,1393,300,92,69
22,88,20,1532,286,98,67
23,85,29,1382,312,91,69
24,84,35,1417,333,91,66
25,85,45,1378,315,91,69
26,87,38,1358,324,75,71
27,84,30,1332,313,98,79
28,87,26,1437,309,94,73
29,85,33,1393,308,93,64
30,90,34,1507,282,96,64
31,83,43,1430,366,99,77
32,89,25,1497,290,84,60
33,90,32,1502,318,97,78
34,88,38,1393,311,95,75
35,85,29,1268,310,86,67
36,85,37,1306,320,95,66
37,85,41,1406,307,99,77
38,81,59,1333,316,84,62
39,82,29,1426,288,84,75
40,91,23,1532,290,84,56
41,83,43,1358,337,75,66
42,82,31,1472,319,78,71
43,84,39,1502,295,90,67
44,85,40,1380,292,89,63
45,84,23,1346,327,78,73
46,85,33,1421,274,95,59
47,86,35,1507,310,93,72
48,86,22,1479,306,99,71
49,89,52,1413,295,92,66
50,82,67,1362,329,98,73
51,89,20,1488,297,98,66
52,86,38,1437,317,98,74
53,86,29,1454,306,90,77
54,89,19,1494,295,74,72
55,82,72,1400,319,90,68
56,88,23,1315,297,99,72
57,81,86,1239,312,94,65
58,85,35,1470,298,99,64
59,87,23,1421,313,100,73
60,82,32,1403,312,97,73
61,84,40,1453,308,100,71
62,83,36,1404,302,51,50
63,86,33,1476,323,100,71
64,87,37,1459,292,100,59
65,90,31,1370,317,86,54
66,83,42,1414,311,93,63
67,82,42,1396,334,96,61
68,85,31,1299,302,96,76
69,88,23,1440,296,84,61
70,86,31,1349,318,97,74
71,82,33,1365,305,94,66
72,76,90,1157,316,90,79
73,84,41,1397,307,100,69
74,84,59,1485,301,97,74
75,87,37,1447,304,99,68
76,89,36,1505,285,62,68
77,83,38,1394,291,95,57
78,84,34,1326,291,68,64
79,86,27,1524,322,91,67
80,86,25,1387,320,99,76
81,84,97,1495,317,99,74
82,66,97,1056,393,100,76
83,82,36,1370,304,89,69
84,87,97,1518,336,99,74
85,87,29,1447,306,75,68
86,83,51,1489,323,76,67
87,88,29,1426,298,94,72
88,82,44,1369,308,82,65
89,85,41,1360,296,61,64
90,87,37,1378,318,92,67
91,87,25,1530,309,84,64
92,87,98,1498,313,85,64
93,88,42,1537,302,97,63
94,83,36,1446,316,98,64
95,81,36,1396,327,89,79
96,84,40,1395,355,100,68
97,87,33,1292,305,93,63
98,82,37,1521,320,78,77
99,87,28,1457,300,81,64
