,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2298.0,412.691955733,99,5,1808,43,100,60
1,2253.0,391.410970095,99,29,1582,37,83,61
2,2256.5,413.905943458,98,47,1689,38,95,63
3,2270.0,389.001905366,99,1,1830,45,97,67
4,2218.0,402.585858418,98,83,1743,40,100,63
5,2220.0,400.377055775,97,26,1612,39,91,65
6,2131.5,409.686812349,99,1,1648,40,98,64
7,2172.0,393.477623929,97,25,1815,39,97,61
8,2165.0,385.294762735,98,67,1739,43,96,59
9,2231.5,393.270912784,99,60,1672,43,100,72
10,2189.5,418.553917071,99,1,1666,45,100,74
11,2243.5,418.294411558,98,40,1838,34,85,56
12,2196.0,427.987033331,99,65,1772,35,97,56
13,2242.0,366.722552178,98,9,1804,39,85,57
14,2174.5,399.27907936,99,1,1743,42,97,68
15,2212.5,398.521947311,98,94,1716,38,94,58
16,2222.0,334.142990532,84,57,1440,113,95,74
17,2232.0,407.220103374,99,1,1732,38,100,62
18,2224.0,391.63342167,99,1,1652,38,99,65
19,2201.0,420.920513829,98,2,1730,46,97,72
20,2223.0,413.309646755,100,0,1698,41,94,61
21,2236.5,391.799495643,98,4,1902,49,96,69
22,2207.5,392.055970711,99,1,1755,39,100,72
23,2254.0,416.436299646,100,0,1908,40,97,63
24,2150.5,405.680289099,98,27,1651,42,98,64
25,2294.0,421.270462094,99,64,1839,34,93,59
26,2197.0,374.384456219,100,0,1669,47,99,66
27,2209.5,393.391503702,99,1,1781,38,96,60
28,2272.0,407.11495904,99,1,1746,37,95,62
29,2171.5,397.169198311,99,1,1607,42,100,68
30,2188.0,381.508949907,96,74,1687,45,98,70
31,2212.5,424.929273492,97,81,1777,37,87,58
32,2186.0,412.90984163,99,1,1722,36,96,60
33,2160.0,432.930569281,100,0,1764,40,99,64
34,2247.5,409.505185407,99,1,1755,41,97,66
35,2229.5,381.568158689,99,1,1756,38,79,59
36,2342.0,379.555140634,100,0,1766,44,85,73
37,2179.0,415.087064049,99,1,1804,41,99,61
38,2191.0,397.130762356,99,1,1668,41,89,68
39,2310.0,317.477510448,63,100,1224,209,100,74
40,2175.5,419.866818798,97,88,1757,29,94,56
41,2268.5,365.387972142,96,42,1684,47,85,72
42,2239.0,399.586028577,99,30,1787,42,97,67
43,2262.5,379.163326991,99,1,1744,44,96,67
44,2212.5,375.709779147,98,2,1608,51,92,74
45,2148.5,423.095758422,96,34,1754,36,91,59
46,2245.5,403.886689088,100,0,1758,45,97,72
47,2211.0,414.62942084,99,91,1749,37,91,58
48,2246.5,382.944204186,97,26,1579,47,100,69
49,2238.0,402.911929048,99,2,1579,44,82,73
50,2197.5,425.229866256,100,0,1754,44,94,70
51,2238.0,410.752464887,100,0,1750,38,97,69
52,2208.0,409.360207276,98,82,1673,44,82,63
53,2222.5,432.258407817,99,1,1817,37,93,63
54,2146.0,401.981026718,98,47,1674,40,86,61
55,2227.0,414.358086796,98,67,1807,41,86,66
56,2200.0,385.757878225,97,95,1750,36,99,57
57,2145.5,338.789968788,93,66,1635,142,99,74
58,2272.5,388.377786481,98,55,1737,36,100,60
59,2221.0,371.911921872,93,99,1684,147,100,69
60,2255.5,387.87953124,99,1,1677,39,94,67
61,2189.5,395.179343678,100,0,1700,44,97,68
62,2239.0,421.101447232,100,0,1656,41,100,67
63,2156.5,385.328994959,98,2,1654,35,96,62
64,2218.0,394.207267104,100,0,1759,40,100,64
65,2210.0,388.537388099,98,78,1722,43,94,60
66,2214.5,431.044679698,99,1,1809,44,95,70
67,2343.0,371.805702597,72,100,1295,185,100,77
68,2222.0,383.775087902,98,43,1720,51,90,80
69,2198.5,403.680063379,99,1,1665,42,100,68
70,2253.0,388.249415912,99,62,1750,34,89,57
71,2196.5,398.856511805,97,20,1808,43,94,70
72,2224.0,400.756207449,99,1,1616,41,99,63
73,2321.0,421.019874137,99,48,1796,38,98,56
74,2050.0,356.229849303,92,95,1625,130,100,66
75,2252.0,393.226610807,99,1,1773,38,80,60
76,2207.0,437.397339348,99,1,1845,35,99,53
77,2214.0,401.182026911,99,1,1773,40,97,65
78,2360.5,420.439269239,99,3,1749,80,100,72
79,2164.0,411.523635442,99,1,1648,41,98,72
80,2251.5,383.581940977,98,43,1729,49,87,73
81,2236.0,400.594733645,99,1,1857,37,97,62
82,2243.5,375.58749424,99,1,1720,39,92,62
83,2218.5,413.765914818,99,1,1799,44,99,68
84,2158.5,414.943188735,99,1,1733,40,98,63
85,2250.0,402.401962917,99,83,1839,41,96,61
86,2210.0,403.674531867,99,1,1734,43,97,64
87,2266.0,381.326567334,99,1,1825,34,82,61
88,2226.0,375.030446278,97,33,1639,49,100,73
89,2259.5,418.988929043,99,36,1833,48,98,74
90,2199.5,389.870581017,97,83,1618,42,99,60
91,2251.5,408.427670458,98,81,1712,38,100,59
92,2265.5,417.428506822,99,1,1704,44,100,71
93,2231.5,465.123432526,98,85,1927,32,100,53
94,2173.5,383.664931612,99,1,1701,44,82,65
95,2250.0,390.127112025,99,1,1676,29,89,45
96,2216.5,422.132833892,99,67,1804,44,98,66
97,2199.5,415.14274269,98,4,1895,49,96,78
98,2154.5,400.405454006,98,2,1693,45,99,67
99,2197.5,404.861721758,99,1,1692,39,94,58
