,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2182.0,476.839223717,100,0,1839,21,74,38
1,2159.0,409.896607631,99,1,1703,34,97,59
2,2197.0,421.151823201,100,0,1768,30,74,53
3,2183.0,407.474221248,100,0,1775,30,98,54
4,2258.5,439.880506981,99,93,1765,30,100,50
5,2256.0,399.239930015,99,1,1752,37,100,60
6,2188.5,431.052500917,98,67,1756,32,98,52
7,2280.5,367.02877941,99,1,1764,41,99,62
8,2275.5,434.454076419,100,0,1919,29,83,52
9,2180.0,411.076470447,98,29,1824,26,94,49
10,2171.5,409.500396995,99,1,1689,35,97,54
11,2158.0,421.663243278,99,15,1717,19,100,38
12,2247.5,397.155922652,99,3,1734,32,99,53
13,2259.5,436.51596558,97,96,1704,32,96,55
14,2205.0,424.748820898,100,0,1799,24,100,41
15,2264.5,450.918079213,98,81,1870,34,96,58
16,2174.5,403.580799382,98,17,1703,30,98,51
17,2227.5,419.379732081,99,8,1780,29,98,52
18,2208.5,391.927544883,99,1,1739,31,86,52
19,2260.0,438.125365253,100,0,1826,30,96,51
20,2175.5,410.871610123,98,93,1616,30,93,53
21,2169.5,392.434647017,99,1,1789,27,66,46
22,2287.0,413.584694919,98,15,1700,31,98,51
23,2315.0,421.260684478,99,14,1845,27,97,53
24,2244.0,430.266256177,99,2,1848,22,40,49
25,2233.0,411.61764688,97,67,1719,36,80,59
26,2232.5,443.250304556,100,0,1777,20,78,35
27,2314.5,483.524966519,99,5,1880,56,99,40
28,2249.5,432.361841341,97,64,1831,35,95,58
29,2170.0,431.007958517,97,94,1662,28,100,53
30,2192.5,451.346082511,99,38,1700,21,80,48
31,2209.5,418.566638129,99,89,1583,37,89,64
32,2202.5,346.214624757,94,72,1594,148,100,57
33,2209.0,397.859553436,98,58,1723,31,93,57
34,2181.5,407.096699525,100,0,1700,34,98,53
35,2247.5,421.532836167,100,0,1838,28,98,47
36,2219.0,387.946557988,98,100,1748,34,68,52
37,2266.0,361.450162464,73,100,1271,174,100,70
38,2231.0,435.439325031,99,100,1828,30,96,54
39,2225.5,446.047786651,100,0,1891,26,99,44
40,2215.0,410.144049206,99,1,1756,23,97,46
41,2219.0,417.486839302,98,31,1770,32,96,59
42,2145.5,413.832780604,100,0,1732,21,87,41
43,2204.5,376.586192784,98,19,1724,35,91,62
44,2223.5,450.607475698,100,0,1794,29,100,47
45,2256.0,424.510632044,99,1,1787,27,99,50
46,2246.0,408.916056202,100,0,1742,36,90,57
47,2323.5,476.774760803,100,0,1922,68,100,48
48,2271.0,405.042235215,100,0,1771,28,53,53
49,2186.0,435.590029447,99,1,1789,27,89,48
50,2198.5,369.800420096,98,7,1717,28,78,52
51,2247.5,411.930495481,100,0,1747,28,93,49
52,2154.0,393.963804584,99,3,1611,40,94,64
53,2204.0,403.688385214,99,1,1770,30,89,47
54,2249.5,443.982486263,100,0,1715,29,97,50
55,2184.0,416.496705306,99,1,1688,39,98,58
56,2228.5,411.95606617,98,45,1742,30,89,50
57,2246.5,450.845778109,100,0,1832,24,94,44
58,2262.0,406.590492038,99,1,1774,24,97,43
59,2234.0,413.85608506,100,0,1618,30,80,54
60,2238.5,415.56590403,99,72,1713,30,98,48
61,2262.0,420.562721246,100,0,1781,31,100,52
62,2257.5,407.484863675,99,1,1816,30,94,49
63,2270.0,416.864338552,100,0,1703,31,85,52
64,2124.5,410.090801244,98,58,1567,31,95,51
65,2229.0,411.804003868,99,1,1761,27,99,48
66,2244.5,374.860811472,97,69,1713,25,60,42
67,2197.0,440.787522553,100,0,1856,22,95,44
68,2261.5,465.936151793,100,0,1791,27,85,47
69,2223.5,437.934328984,100,0,1828,31,100,52
70,2228.5,460.215060686,100,0,1857,24,89,42
71,2238.5,438.554118783,100,0,1893,28,96,50
72,2220.0,390.951978933,99,1,1775,27,98,48
73,2195.5,395.454366384,99,6,1704,27,89,48
74,2170.0,376.706155545,97,73,1680,29,100,52
75,2300.0,443.125782546,99,39,1686,31,94,53
76,2212.0,395.988773596,99,67,1602,38,99,60
77,2149.0,411.909893951,99,1,1647,31,100,54
78,2196.0,389.410548662,98,21,1606,28,97,51
79,2164.5,413.260512924,99,1,1747,32,81,58
80,2285.0,423.481335307,100,0,1912,33,99,58
81,2193.5,433.89552711,100,0,1845,28,91,53
82,2240.5,395.794073302,100,0,1561,28,75,46
83,2238.0,430.41659884,100,0,1806,30,98,48
84,2152.5,448.453783368,99,18,1667,20,96,31
85,2158.0,435.295836375,100,0,1695,33,83,52
86,2220.5,408.13991067,99,1,1785,35,93,59
87,2209.0,415.703316898,99,2,1761,24,98,46
88,2191.0,358.249569881,96,45,1544,43,96,71
89,2275.5,443.572334391,98,55,1738,30,93,53
90,2182.5,405.716919329,98,21,1771,31,91,50
91,2198.5,403.839153612,99,5,1684,38,92,64
92,2219.5,420.025552976,100,0,1776,26,84,48
93,2268.5,417.616467094,99,1,1750,32,98,53
94,2193.5,407.362442987,99,1,1739,29,93,47
95,2214.0,413.387230471,99,1,1772,25,96,46
96,2272.5,420.454972758,100,0,1781,31,86,56
97,2211.0,432.662095542,100,0,1704,35,87,56
98,2200.0,412.169646059,100,0,1690,26,87,45
99,2265.0,431.66402626,99,1,1802,25,90,45
