,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2249.5,408.065081591,99,1,1796,32,85,56
1,2221.0,416.780384327,99,3,1750,35,96,60
2,2201.0,364.30491997,100,0,1572,39,100,65
3,2204.0,427.404347885,99,78,1707,46,89,73
4,2250.5,427.528811574,99,1,1857,42,99,68
5,2186.0,426.733533923,100,0,1770,41,96,69
6,2237.0,412.402548722,99,2,1691,44,95,69
7,2190.5,412.768402359,98,69,1662,41,100,62
8,2240.5,393.093022282,99,1,1744,44,99,65
9,2218.5,370.68560913,97,67,1696,44,93,67
10,2239.0,392.937418768,99,3,1631,37,99,62
11,2260.0,399.035027945,98,2,1775,38,99,66
12,2249.5,426.434035919,99,1,1744,34,96,59
13,2194.0,387.847557888,97,31,1657,37,89,63
14,2242.5,413.854634611,100,0,1763,35,98,54
15,2192.0,403.673137048,100,0,1897,30,47,57
16,2196.5,417.509937276,100,0,1748,39,95,62
17,2271.0,440.161832968,100,0,1838,33,100,59
18,2176.5,434.018954687,99,1,1716,42,98,66
19,2204.5,397.79865007,98,35,1704,42,99,72
20,2195.5,420.499293299,99,1,1862,35,97,60
21,2189.0,381.978872671,97,35,1628,43,90,70
22,2156.0,425.745154712,99,1,1626,31,99,55
23,2212.5,383.665506345,99,1,1727,40,89,66
24,2164.5,427.424823944,98,63,1707,37,96,62
25,2200.0,404.121080836,99,11,1699,41,99,64
26,2200.0,421.226154872,100,0,1718,51,96,81
27,2285.5,393.134905626,100,0,1841,35,89,58
28,2248.0,417.759438546,100,0,1842,41,90,61
29,2151.0,386.638736688,98,40,1610,29,86,57
30,2283.0,430.577244547,99,1,1811,75,100,73
31,2225.5,405.215551156,99,1,1718,43,93,68
32,2163.5,417.007323079,99,1,1781,33,93,60
33,2142.0,412.910099781,99,75,1663,40,94,68
34,2192.5,400.426982835,98,57,1595,45,98,75
35,2303.5,412.903650549,100,0,1911,38,100,67
36,2299.5,319.10490817,71,99,1261,185,99,83
37,2271.5,424.684788354,100,0,1803,33,100,53
38,2261.0,396.709795373,99,59,1798,43,99,71
39,2204.5,401.374286105,97,93,1631,44,97,70
40,2201.0,420.54799344,99,1,1716,38,79,58
41,2283.0,417.276850416,99,1,1752,44,97,68
42,2235.5,418.014770613,100,0,1735,41,99,67
43,2186.0,414.21640748,100,0,1646,35,98,52
44,2203.0,426.948524275,99,40,1790,41,92,66
45,2258.5,403.448215385,98,17,1810,40,93,63
46,2288.5,424.013494337,100,0,1799,38,99,62
47,2150.5,392.133276104,97,45,1624,40,87,66
48,2221.5,416.526408343,100,0,1819,30,94,53
49,2190.5,422.094761903,99,2,1803,33,93,53
50,2168.5,422.145035789,100,0,1701,43,92,68
51,2180.5,437.649930441,99,18,1776,35,86,57
52,2226.0,393.235494187,98,3,1843,45,95,66
53,2232.0,415.07086284,99,1,1732,38,93,62
54,2208.5,447.091636819,100,0,1801,37,97,65
55,2231.5,419.717826693,100,0,1812,31,93,54
56,2222.0,406.064941044,100,0,1697,38,97,68
57,2199.5,390.906676096,98,7,1715,37,99,60
58,2221.0,401.543500939,98,2,1792,41,100,67
59,2221.0,388.575388466,98,3,1801,47,93,69
60,2172.5,390.214091654,98,7,1673,45,85,76
61,2172.5,428.742079986,99,1,1698,37,99,65
62,2230.0,397.279754993,100,0,1727,40,90,67
63,2147.0,434.27758784,99,1,1753,41,97,59
64,2123.0,415.21765263,99,1,1703,38,92,61
65,2280.0,407.733584864,99,3,1736,44,100,72
66,2190.5,402.495420235,99,1,1756,34,98,55
67,2172.0,386.073227327,97,22,1739,70,100,79
68,2222.5,407.482094215,99,1,1669,48,100,69
69,2203.0,408.43106603,97,59,1612,38,94,61
70,2243.0,406.852717865,99,45,1775,43,98,70
71,2269.0,411.477156822,98,37,1785,45,99,67
72,2270.5,402.182096567,100,0,1795,38,85,58
73,2233.5,394.891516437,98,34,1792,38,75,59
74,2190.5,421.327136053,99,41,1829,37,99,63
75,2174.5,415.683244412,98,55,1688,44,92,69
76,2262.5,425.899174423,99,1,1910,29,89,52
77,2145.0,407.733589664,99,1,1673,51,100,75
78,2161.5,365.655015548,88,97,1446,257,100,76
79,2298.0,425.800493145,99,40,1850,40,95,69
80,2202.0,400.241232662,99,1,1791,41,86,72
81,2166.5,379.150224409,97,78,1655,35,90,59
82,2149.5,423.3022474,98,53,1715,34,68,63
83,2224.0,428.188330235,99,1,1862,37,92,64
84,2271.5,456.529228498,100,0,1790,42,100,74
85,2279.5,414.315063933,99,32,1801,38,100,63
86,2188.0,424.639138027,98,67,1626,48,97,79
87,2241.0,428.041507651,99,63,1834,38,96,62
88,2208.0,391.543042578,97,87,1708,43,100,70
89,2180.5,370.123140876,97,97,1607,51,99,82
90,2277.0,406.130944028,99,1,1749,45,98,68
91,2166.5,420.354970532,98,73,1783,27,93,55
92,2160.5,399.300054808,99,1,1670,39,92,66
93,2117.5,392.909319504,99,63,1733,126,92,59
94,2128.5,408.432330579,98,83,1703,39,90,65
95,2213.5,395.849358275,99,1,1708,38,77,64
96,2189.5,432.767278074,99,1,1762,44,97,75
97,2300.5,374.38119323,76,100,1383,166,100,67
98,2238.0,406.246365743,98,18,1860,37,100,61
99,2322.0,455.483476554,100,0,1841,79,100,70
