,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,98,14,1718,34,94,61
1,100,0,1740,32,100,55
2,100,0,1757,30,88,46
3,99,1,1935,33,99,53
4,100,0,1796,23,94,39
5,100,0,1858,24,93,36
6,99,1,1857,28,93,52
7,100,0,1755,31,96,51
8,99,91,1594,28,100,53
9,99,83,1759,35,97,58
10,100,0,1811,39,99,61
11,98,63,1724,27,92,52
12,99,55,1784,63,99,49
13,99,1,1612,39,97,61
14,100,0,1812,32,91,46
15,100,0,1753,53,99,50
16,100,0,1794,24,98,43
17,99,2,1827,24,89,40
18,100,0,1673,30,93,53
19,100,0,1762,30,99,52
20,100,0,1765,24,82,43
21,99,1,1786,28,92,45
22,100,0,1808,27,86,44
23,99,1,1855,34,99,56
24,100,0,1634,28,81,52
25,100,0,1693,29,98,51
26,100,0,1895,28,88,48
27,99,1,1775,31,96,57
28,99,2,1694,34,90,58
29,99,1,1846,26,85,44
30,99,1,1638,35,75,64
31,99,1,1651,25,90,48
32,100,0,1775,29,83,50
33,97,80,1612,42,93,63
34,100,0,1714,24,85,44
35,99,2,1738,31,92,51
36,100,0,1730,30,91,50
37,99,1,1848,37,90,57
38,99,69,1640,28,84,49
39,98,54,1632,36,88,53
40,100,0,1869,26,78,48
41,99,1,1844,65,100,47
42,99,51,1624,30,90,49
43,100,0,1727,39,96,58
44,99,1,1824,31,96,55
45,98,67,1738,34,90,51
46,99,1,1718,33,85,53
47,99,32,1742,39,97,63
48,99,1,1730,35,94,52
49,98,73,1759,31,99,51
50,99,1,1770,25,79,50
51,100,0,1676,25,91,47
52,98,91,1740,32,99,55
53,100,0,1738,35,98,53
54,100,0,1872,37,98,57
55,100,0,1900,25,96,43
56,99,1,1617,21,99,40
57,100,0,1889,30,80,53
58,100,0,1786,29,100,48
59,99,39,1655,34,85,55
60,99,14,1735,25,90,47
61,99,16,1667,36,100,59
62,100,0,1742,31,100,55
63,100,0,1733,27,76,49
64,100,0,1794,32,95,57
65,99,1,1653,34,99,51
66,99,1,1860,28,80,50
67,99,1,1783,36,99,57
68,99,98,1703,35,98,58
69,99,70,1684,29,80,52
70,98,28,1862,31,97,55
71,99,1,1697,35,96,55
72,100,0,1832,23,65,41
73,100,0,1847,25,96,41
74,99,13,1770,28,98,51
75,100,0,1847,34,95,58
76,99,55,1851,62,100,39
77,100,0,1654,27,92,48
78,100,0,1738,28,94,52
79,98,42,1694,35,96,63
80,100,0,1788,25,94,43
81,100,0,1914,30,93,51
82,99,32,1666,32,81,56
83,99,1,1690,26,91,50
84,100,0,1746,29,91,50
85,100,0,1665,35,99,56
86,100,0,1801,29,95,49
87,99,1,1629,19,89,36
88,99,19,1694,35,99,49
89,99,1,1704,36,95,64
90,98,28,1762,33,99,55
91,100,0,1790,32,92,53
92,99,3,1897,26,87,44
93,100,0,1782,26,80,47
94,99,54,1663,34,90,61
95,100,0,1884,32,95,51
96,100,0,1636,25,100,46
97,99,1,1620,35,99,57
98,98,18,1830,29,100,47
99,97,76,1713,27,83,46
