,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,99,1,1637,56,93,70
1,99,1,1720,47,87,59
2,98,2,1794,57,76,63
3,97,67,1697,46,87,57
4,98,2,1775,55,87,67
5,99,1,1715,58,89,65
6,99,1,1726,50,98,59
7,98,3,1836,59,73,60
8,99,10,1743,44,58,52
9,99,3,1666,61,96,67
10,99,1,1772,41,99,54
11,98,3,1753,53,84,58
12,98,24,1622,47,86,65
13,97,3,1838,55,99,53
14,98,2,1761,51,100,61
15,97,70,1737,59,86,63
16,98,2,1833,52,96,60
17,99,2,1867,45,88,48
18,97,4,1790,60,93,53
19,100,0,1786,41,99,56
20,96,95,1510,53,99,63
21,99,1,1741,45,96,50
22,90,88,1383,149,99,63
23,98,2,1658,52,98,57
24,99,1,1819,52,96,64
25,99,1,1893,43,91,58
26,98,2,1807,53,88,66
27,97,73,1702,100,97,66
28,99,1,1686,45,91,59
29,98,35,1700,44,73,54
30,99,2,1723,50,98,50
31,98,63,1726,47,91,57
32,99,1,1611,46,71,59
33,99,2,1838,55,84,58
34,98,2,1765,44,100,52
35,98,2,1772,53,94,59
36,99,1,1743,49,81,57
37,98,4,1849,48,95,56
38,99,1,1678,44,81,62
39,99,3,1686,53,97,61
40,98,2,1724,44,75,51
41,96,47,1728,55,100,61
42,100,0,1686,90,99,60
43,99,3,1757,47,99,60
44,98,6,1570,51,96,54
45,99,1,1705,46,99,51
46,99,36,1681,45,89,55
47,98,46,1794,45,98,51
48,99,3,1717,45,79,60
49,99,2,1804,44,93,52
50,98,42,1741,41,80,55
51,99,1,1670,44,97,53
52,99,1,1638,55,87,66
53,99,1,1681,47,61,56
54,96,91,1522,52,96,66
55,95,41,1721,48,79,54
56,99,1,1851,47,95,51
57,98,17,1691,54,92,65
58,99,52,1754,54,86,58
59,98,2,1658,51,87,64
60,99,2,1759,50,100,59
61,100,0,1662,83,100,55
62,97,5,1705,53,98,60
63,99,1,1718,40,98,53
64,99,1,1614,42,89,44
65,99,1,1714,39,93,46
66,98,2,1828,44,83,47
67,97,83,1696,53,100,67
68,98,4,1780,55,100,63
69,97,75,1599,53,100,72
70,98,3,1735,58,98,67
71,98,2,1786,49,84,56
72,97,80,1793,61,95,65
73,99,1,1767,50,84,54
74,98,2,1745,49,96,63
75,98,2,1783,60,97,66
76,99,2,1837,53,98,58
77,99,1,1813,48,81,64
78,99,1,1762,47,99,53
79,98,23,1575,53,100,60
80,98,3,1762,47,89,52
81,96,67,1694,48,93,60
82,97,75,1865,60,85,69
83,98,2,1842,53,97,52
84,97,82,1599,48,99,57
85,98,2,1765,59,97,69
86,100,0,1774,48,88,59
87,99,2,1622,50,100,55
88,96,34,1624,48,73,60
89,98,3,1768,51,97,55
90,99,1,1693,60,95,65
91,100,0,1744,49,96,59
92,97,35,1808,51,100,65
93,99,1,1797,54,95,64
94,99,1,1879,47,100,48
95,98,2,1855,51,100,57
96,98,3,1744,46,93,49
97,98,29,1621,52,99,63
98,99,1,1679,54,100,67
99,99,1,1720,51,93,57
