,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,100,0,1755,20,54,41
1,100,0,1722,28,100,49
2,99,3,1801,27,86,46
3,99,13,1732,35,94,57
4,99,1,1682,34,93,55
5,98,72,1786,31,72,52
6,100,0,1603,31,97,48
7,99,1,1900,29,100,52
8,100,0,1787,25,75,41
9,98,58,1790,31,99,58
10,100,0,1753,24,96,46
11,100,0,1650,29,99,54
12,100,0,1758,23,96,39
13,99,5,1825,28,94,49
14,98,81,1681,29,92,50
15,99,77,1674,36,91,58
16,98,2,1868,27,88,47
17,100,0,1853,32,99,54
18,99,65,1743,28,90,50
19,99,1,1755,28,97,53
20,99,1,1809,35,92,59
21,100,0,1745,34,100,57
22,100,0,1848,32,100,55
23,100,0,1840,26,84,49
24,100,0,1798,35,100,59
25,98,97,1771,30,100,57
26,98,26,1673,34,95,56
27,98,56,1723,23,68,37
28,100,0,1876,30,98,54
29,99,1,1738,32,99,49
30,99,69,1868,36,100,54
31,99,73,1720,30,99,52
32,98,45,1772,33,83,54
33,99,1,1585,38,97,58
34,99,27,1750,24,93,44
35,100,0,1779,31,92,48
36,99,54,1751,26,88,46
37,100,0,1688,28,74,49
38,98,45,1846,30,70,54
39,100,0,1726,25,94,46
40,99,1,1757,25,66,47
41,98,48,1769,21,100,43
42,100,0,1762,30,100,54
43,99,1,1839,30,100,52
44,97,87,1692,31,92,49
45,99,93,1583,33,93,56
46,98,8,1658,33,97,53
47,100,0,1730,25,89,43
48,100,0,1766,27,90,50
49,98,89,1763,30,90,54
50,99,7,1699,33,100,49
51,98,22,1689,31,66,54
52,100,0,1758,30,96,53
53,99,1,1816,24,92,47
54,99,68,1786,31,99,55
55,100,0,1720,31,96,55
56,99,1,1697,24,83,44
57,98,19,1639,33,88,60
58,99,1,1706,28,75,56
59,99,55,1704,24,97,48
60,100,0,1747,25,89,46
61,99,5,1771,26,92,46
62,100,0,1770,28,100,47
63,98,72,1647,36,96,58
64,100,0,1801,38,100,61
65,99,1,1743,40,97,62
66,100,0,1709,19,91,41
67,98,3,1642,36,92,60
68,100,0,1736,21,92,41
69,98,53,1738,25,89,50
70,100,0,1648,24,59,40
71,98,89,1729,36,92,57
72,99,1,1742,24,99,50
73,100,0,1805,21,100,34
74,99,47,1757,26,99,46
75,99,1,1737,29,91,50
76,99,1,1778,33,99,57
77,99,1,1627,31,90,53
78,98,69,1838,33,99,51
79,100,0,1826,31,86,51
80,100,0,1790,35,82,57
81,100,0,1834,31,96,54
82,100,0,1700,24,100,45
83,100,0,1808,28,96,46
84,100,0,1671,27,98,46
85,99,91,1659,32,91,58
86,100,0,1693,31,82,55
87,98,33,1758,32,94,55
88,99,1,1709,36,92,62
89,100,0,1745,21,83,40
90,100,0,1919,28,97,48
91,100,0,1867,34,88,57
92,99,1,1643,31,87,55
93,100,0,1733,35,99,57
94,100,0,1701,28,89,53
95,99,1,1733,32,95,55
96,100,0,1811,34,97,51
97,100,0,1736,27,99,47
98,99,12,1582,36,98,57
99,100,0,1709,26,98,43
