,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2001.5,214.379795967,87,32,1406,279,86,70
1,1942.0,207.511717057,87,29,1512,310,95,68
2,1878.0,186.560414948,81,41,1365,314,100,78
3,1956.5,219.989273774,86,29,1334,315,100,78
4,1779.0,194.042368029,78,97,1188,419,99,75
5,1934.0,210.416154101,86,40,1316,322,100,79
6,2014.5,239.85670143,88,29,1396,290,98,70
7,1951.0,225.856070781,89,34,1506,308,89,74
8,1991.5,206.169466746,81,99,1342,357,100,78
9,2045.5,218.052950031,89,21,1522,306,100,79
10,1969.0,192.601761394,83,59,1451,308,77,74
11,1881.5,185.728695097,84,23,1401,326,86,76
12,2104.0,229.006230784,87,22,1381,368,100,78
13,1930.0,219.360746027,90,34,1436,317,100,78
14,1881.0,185.296814697,83,35,1320,331,88,78
15,2011.0,212.335546686,82,34,1336,300,98,74
16,2032.5,214.176905989,85,84,1408,364,92,81
17,1941.5,215.09634612,90,22,1433,311,99,82
18,1959.5,197.37902883,84,42,1371,299,84,68
19,2010.5,206.578779617,87,32,1502,327,97,79
20,1894.5,203.525066413,85,32,1507,303,88,67
21,2056.0,234.608837184,91,23,1630,308,100,76
22,1971.5,222.165642257,86,43,1342,303,98,68
23,1941.0,199.698849723,85,33,1480,329,96,76
24,1902.0,221.213554511,86,86,1400,310,90,69
25,1958.0,204.681537469,86,43,1293,328,78,74
26,1961.5,207.924394023,87,29,1479,312,99,67
27,2084.5,232.770450185,92,26,1464,305,99,75
28,1982.0,211.81728442,88,44,1340,318,92,74
29,2017.0,216.777996359,87,29,1527,321,100,68
30,1984.5,204.345376956,86,30,1497,311,85,82
31,1949.0,222.520599255,86,35,1511,316,98,71
32,1953.5,201.625994156,89,21,1417,306,99,76
33,1853.0,197.091334191,82,36,1400,327,96,76
34,1999.0,219.566496614,91,23,1413,315,98,77
35,1916.0,188.601744567,83,64,1457,311,100,80
36,2035.0,210.330173825,90,41,1545,316,74,69
37,1953.0,183.857400682,82,36,1377,318,99,68
38,1919.5,186.856577975,81,36,1483,339,86,61
39,1946.5,195.3697673,88,24,1413,317,96,75
40,1965.5,227.989312956,89,29,1397,301,80,71
41,1992.5,209.05040082,86,24,1433,326,100,72
42,1960.5,192.488975881,85,26,1497,329,94,76
43,1971.5,206.815644868,86,27,1430,314,98,62
44,1945.0,215.962364471,86,30,1413,326,77,76
45,2021.0,221.268989482,88,43,1558,292,88,81
46,1951.5,198.643152156,85,42,1427,321,96,79
47,1915.0,230.84900039,88,43,1483,300,88,79
48,1961.5,198.465284276,86,78,1352,315,96,72
49,2051.0,222.091728229,87,22,1535,322,84,82
50,1950.0,201.420011216,84,31,1352,313,88,76
51,1921.0,191.667325895,85,32,1250,340,79,82
52,2090.0,256.814539543,90,29,1525,293,98,75
53,1876.5,196.012730213,86,23,1461,326,100,78
54,1934.5,235.697682504,92,20,1359,312,92,81
55,2115.5,230.685971946,87,40,1441,354,97,75
56,2055.5,220.968147745,91,17,1376,302,99,72
57,1973.5,209.796776983,85,45,1414,310,95,74
58,1854.5,177.252982419,82,33,1303,344,95,81
59,1936.5,193.492474439,84,38,1362,321,99,78
60,1868.0,195.965784429,83,32,1499,321,93,70
61,1997.0,236.709976214,88,36,1515,299,100,76
62,1978.0,201.986959148,88,41,1367,332,92,77
63,1912.5,208.7648417,82,63,1429,314,100,76
64,1903.0,202.571921235,84,39,1518,315,98,82
65,2023.0,214.972678674,87,34,1567,310,86,73
66,1960.0,214.87195962,84,35,1548,324,91,68
67,2018.0,223.780729369,86,49,1498,327,100,76
68,1943.5,198.500651581,85,31,1361,308,98,80
69,2038.5,192.828668267,88,24,1385,310,97,76
70,2040.5,217.803923569,88,47,1469,311,95,81
71,2034.5,224.143849606,87,44,1463,288,75,81
72,1929.5,191.955079355,52,100,872,489,100,91
73,1898.0,209.391049798,87,42,1440,320,96,79
74,2012.0,198.397156675,86,29,1374,318,78,78
75,1967.0,216.041718957,86,27,1473,322,100,74
76,1932.0,197.064947973,88,36,1436,323,97,77
77,1954.0,208.794635223,86,32,1425,320,81,75
78,1995.0,204.952258659,88,91,1498,318,92,70
79,1853.0,177.921186268,81,35,1298,332,97,79
80,1884.0,210.739909541,84,41,1407,301,88,71
81,2111.5,240.436048042,86,80,1542,361,99,78
82,1951.0,189.958870978,84,63,1341,291,63,67
83,1918.5,201.998551698,84,44,1328,310,96,71
84,1975.0,202.480081043,86,59,1350,310,91,75
85,1942.5,200.587864632,86,63,1534,314,92,71
86,1961.0,194.315680096,86,25,1472,315,94,77
87,2018.5,217.373446619,82,86,1426,357,99,81
88,2044.5,216.477390308,88,20,1459,306,98,71
89,2082.0,218.114837588,86,82,1542,329,96,79
90,1918.0,211.510700898,87,27,1426,302,100,74
91,2029.0,196.804951509,87,21,1536,342,98,77
92,2011.0,203.06449906,84,28,1449,314,95,84
93,2002.0,219.731979984,91,38,1362,313,95,65
94,1835.0,193.829433185,83,34,1355,315,95,85
95,1910.5,198.444614388,88,20,1403,327,96,83
96,1930.5,187.090897818,81,70,1379,307,97,56
97,2035.5,222.748010102,88,30,1493,303,100,63
98,1967.0,210.070166162,87,35,1371,334,99,79
99,2013.0,191.546450124,87,28,1400,327,94,77
