,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2185.5,327.408668071,97,60,1735,98,96,73
1,2145.5,334.36664432,98,3,1690,85,99,62
2,2193.0,372.990128679,97,50,1831,78,94,71
3,2162.5,339.944163941,97,4,1676,85,93,60
4,2156.5,360.444027563,97,55,1789,87,98,74
5,2085.5,328.796605165,95,7,1723,91,100,68
6,2145.5,350.781496735,98,4,1655,86,86,69
7,2151.0,336.893934031,98,51,1589,72,100,65
8,2167.0,309.340802929,98,3,1600,86,82,69
9,2145.0,330.624700571,97,5,1653,82,93,70
10,2193.0,332.625434289,95,25,1672,76,88,69
11,2121.0,334.872938807,96,8,1768,79,99,55
12,2092.0,337.615578312,96,18,1675,74,96,59
13,2135.0,339.95301956,95,100,1592,86,100,57
14,2203.0,348.273262843,97,6,1740,78,90,67
15,2137.0,343.811382084,98,4,1558,84,99,57
16,2229.5,343.819041605,98,7,1590,83,89,64
17,2143.5,322.193520429,96,97,1557,81,91,62
18,2225.5,354.434518735,97,6,1764,75,96,61
19,2183.5,350.919256032,97,4,1645,87,96,79
20,2156.5,317.040919137,95,8,1619,93,84,77
21,2107.5,323.086497512,95,7,1649,93,98,70
22,2168.0,327.624010318,95,9,1618,88,96,66
23,2166.5,352.92042762,98,87,1627,81,95,64
24,2243.0,345.036246088,98,3,1726,73,96,63
25,2150.0,364.593614993,97,34,1856,65,87,52
26,2129.0,366.919149752,96,59,1755,86,98,76
27,2141.5,313.594035862,93,59,1724,88,98,69
28,2190.5,359.093830842,97,5,1804,74,92,64
29,2131.0,337.689036321,95,84,1709,98,91,83
30,2241.0,327.800326179,98,2,1808,97,95,80
31,2185.0,338.798865293,96,56,1602,84,99,61
32,2194.5,330.091693117,96,36,1720,96,97,70
33,2150.5,334.975190231,98,3,1656,86,93,69
34,2109.0,334.231528672,97,8,1695,87,96,74
35,2150.0,328.367680228,96,7,1680,94,100,67
36,2157.5,324.269986265,96,4,1756,89,99,66
37,2121.0,349.07856475,97,8,1641,85,90,73
38,2201.5,329.246577679,97,5,1699,85,97,63
39,2184.0,340.734842921,96,73,1735,82,98,66
40,2384.5,374.372964983,98,4,1788,120,100,62
41,2221.0,339.804376327,96,42,1566,87,100,71
42,2138.5,356.755816205,99,1,1770,82,97,59
43,2087.0,330.456468167,96,32,1621,87,81,61
44,2109.5,328.050037984,96,22,1567,89,91,67
45,2192.5,344.361679594,98,2,1623,84,98,70
46,2211.0,329.136870276,96,26,1755,77,97,54
47,2200.0,339.251011434,96,79,1697,94,94,69
48,2152.0,388.229467009,98,45,1761,70,95,55
49,2230.5,328.9637191,99,1,1671,82,93,60
50,2169.0,318.116204557,96,17,1625,78,91,65
51,2187.5,319.642966377,97,81,1669,82,87,61
52,2210.5,323.776537031,96,5,1658,97,97,70
53,2232.5,375.781987813,97,26,1783,116,98,61
54,2220.5,345.841716371,97,9,1786,86,88,64
55,2297.0,346.202341709,97,3,1872,119,98,75
56,2124.5,345.04809789,97,77,1678,86,100,66
57,2253.0,347.428124382,98,2,1736,89,95,69
58,2142.5,350.879998849,98,2,1724,65,84,58
59,2119.5,341.962454535,97,4,1509,94,91,64
60,2100.0,322.62413044,98,3,1530,75,77,64
61,2192.5,362.485507571,98,4,1836,75,80,64
62,2184.0,355.424898441,98,32,1807,79,99,62
63,2229.5,370.404880587,99,2,1800,81,98,66
64,2191.0,312.723583926,96,6,1695,89,93,67
65,2211.0,334.068465473,96,84,1682,91,81,58
66,2184.5,336.3132133,97,5,1654,74,98,57
67,2187.0,359.963545565,97,58,1753,87,97,67
68,2108.0,341.114414836,95,98,1660,82,100,55
69,2150.5,322.593221081,95,6,1685,93,96,75
70,2205.0,332.65861006,96,7,1777,82,100,58
71,2120.0,348.54981661,97,5,1633,83,94,60
72,2171.0,351.517116163,98,3,1708,89,87,60
73,2177.5,314.200239328,96,6,1695,86,98,62
74,2183.0,327.374109518,97,3,1658,98,100,78
75,2167.5,327.251666364,96,91,1669,85,100,67
76,2236.5,327.819359668,96,8,1742,85,98,70
77,2188.5,341.306961377,98,2,1715,82,90,57
78,2144.0,339.927060215,96,39,1636,83,94,59
79,2152.5,327.553671511,98,4,1722,92,100,58
80,2392.0,312.208234288,69,89,1303,257,100,86
81,2218.5,346.376891151,98,2,1756,88,96,78
82,2204.5,348.360380164,98,6,1637,78,96,65
83,2210.0,338.772073338,96,54,1761,84,100,68
84,2190.0,353.792681371,98,45,1603,85,98,74
85,2179.5,335.946476102,98,3,1814,94,98,73
86,2233.0,342.207768047,95,30,1644,84,98,74
87,2094.5,342.600174899,96,4,1660,88,100,77
88,2215.0,351.236592795,96,84,1673,77,98,67
89,2147.0,319.92370616,93,67,1592,91,99,73
90,2131.5,326.27790229,96,47,1580,89,97,70
91,2159.0,359.294774109,99,1,1838,71,96,57
92,2210.0,371.908996066,98,2,1642,117,99,81
93,2207.5,330.901538751,97,3,1800,75,92,60
94,2219.0,339.789119039,97,3,1810,89,85,77
95,2199.5,324.739690541,98,2,1622,97,100,75
96,2172.0,323.281488478,95,29,1627,95,98,64
97,2248.5,340.531423175,96,5,1847,89,86,66
98,2172.5,325.882844255,96,4,1672,87,99,73
99,2137.5,339.241604344,98,2,1774,85,92,68
