,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,99,21,1759,28,96,50
1,100,0,1793,22,97,40
2,100,0,1787,32,93,48
3,100,0,1747,29,81,51
4,98,52,1739,37,97,61
5,100,0,1795,28,100,51
6,99,5,1946,31,95,47
7,100,0,1784,30,97,46
8,97,37,1751,41,97,60
9,99,16,1731,36,92,60
10,99,1,1803,34,100,56
11,99,78,1688,35,97,54
12,100,0,1913,31,84,50
13,100,0,1810,35,88,58
14,99,61,1798,27,100,47
15,98,2,1750,30,88,48
16,98,96,1825,35,97,54
17,100,0,1839,25,87,48
18,99,72,1730,29,98,53
19,100,0,1766,24,98,45
20,99,27,1739,40,98,67
21,99,54,1787,30,85,56
22,100,0,1740,33,92,55
23,98,35,1777,34,98,57
24,99,88,1694,23,62,45
25,100,0,1755,20,73,33
26,99,1,1826,31,95,52
27,100,0,1822,23,100,43
28,100,0,1736,22,73,40
29,99,51,1790,36,90,61
30,99,1,1760,27,96,48
31,99,1,1796,38,90,61
32,100,0,1859,28,89,47
33,99,4,1757,32,78,57
34,98,2,1735,40,96,66
35,98,89,1572,33,96,50
36,98,57,1654,26,97,46
37,100,0,1708,27,95,48
38,100,0,1790,31,84,55
39,98,2,1694,23,92,46
40,99,1,1745,29,99,49
41,100,0,1706,31,86,52
42,100,0,1804,33,90,54
43,100,0,1801,21,94,42
44,100,0,1701,27,95,51
45,99,41,1742,48,98,74
46,98,9,1677,34,99,57
47,99,33,1821,29,99,47
48,99,53,1780,35,86,62
49,100,0,1726,28,85,49
50,99,1,1786,28,95,49
51,99,21,1598,40,99,63
52,100,0,1680,26,93,45
53,100,0,1919,31,97,45
54,100,0,1762,33,100,57
55,99,60,1813,31,99,54
56,100,0,1809,32,100,50
57,98,40,1654,32,89,52
58,100,0,1767,25,90,44
59,100,0,1758,24,91,45
60,99,46,1542,23,84,44
61,100,0,1788,34,100,54
62,99,17,1735,31,90,54
63,99,69,1661,35,100,56
64,99,40,1708,29,93,53
65,99,48,1654,28,81,52
66,98,25,1705,34,91,58
67,99,1,1729,28,72,48
68,98,69,1671,25,92,44
69,99,35,1622,27,66,42
70,100,0,1726,30,92,54
71,100,0,1928,29,78,48
72,98,11,1784,32,95,53
73,99,1,1705,31,92,52
74,100,0,1793,23,97,43
75,98,41,1716,37,100,67
76,99,84,1714,27,89,54
77,100,0,1798,35,98,64
78,99,1,1647,31,89,56
79,100,0,1648,28,99,53
80,99,20,1781,41,87,64
81,98,97,1747,28,97,53
82,98,2,1825,35,92,61
83,100,0,1774,36,92,57
84,99,1,1747,29,93,49
85,100,0,1850,27,97,42
86,99,1,1794,28,96,47
87,98,57,1722,32,94,54
88,99,1,1822,25,89,43
89,98,39,1810,37,99,59
90,98,69,1866,33,96,57
91,100,0,1691,31,97,52
92,99,1,1743,34,88,56
93,99,2,1880,24,82,41
94,98,39,1658,27,99,45
95,100,0,1755,25,87,49
96,99,1,1865,29,94,47
97,99,1,1704,31,96,48
98,98,2,1688,37,100,59
99,97,44,1809,25,99,42
