,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,97,5,1797,78,97,57
1,96,5,1657,79,94,60
2,97,59,1648,73,94,61
3,96,12,1718,107,100,50
4,98,7,1684,73,87,55
5,98,5,1674,86,99,64
6,95,30,1577,72,82,57
7,95,6,1528,85,97,64
8,97,4,1556,71,85,53
9,98,6,1767,80,88,55
10,97,64,1582,72,76,60
11,97,22,1627,80,78,58
12,95,60,1597,82,93,59
13,97,68,1806,106,100,57
14,97,3,1801,66,85,63
15,98,3,1791,75,95,64
16,98,4,1706,82,99,60
17,97,73,1549,80,85,63
18,98,4,1609,82,76,63
19,99,1,1694,85,91,60
20,98,40,1672,70,100,59
21,97,5,1749,85,80,49
22,97,4,1638,71,90,56
23,93,44,1560,151,94,65
24,99,6,1754,89,100,62
25,96,6,1615,71,98,57
26,97,8,1732,70,87,58
27,95,30,1657,74,99,53
28,98,5,1609,93,95,63
29,96,92,1587,84,97,63
30,97,4,1714,80,65,58
31,95,55,1777,89,94,73
32,96,5,1747,78,93,54
33,94,16,1604,98,89,62
34,96,5,1681,80,100,63
35,96,40,1577,87,96,67
36,95,31,1635,108,82,56
37,100,0,1775,81,87,60
38,97,3,1584,77,94,57
39,97,5,1639,76,89,64
40,97,43,1806,108,99,68
41,98,2,1685,74,92,61
42,97,6,1705,80,81,56
43,99,1,1748,86,99,59
44,97,33,1681,84,95,59
45,97,7,1811,75,95,52
46,97,59,1781,84,100,54
47,97,40,1625,82,94,57
48,96,10,1622,88,100,64
49,96,72,1695,73,91,56
50,95,54,1710,92,98,60
51,98,2,1766,72,95,56
52,97,3,1694,88,98,60
53,98,3,1702,89,76,61
54,96,5,1512,83,73,57
55,98,100,1746,122,100,58
56,98,3,1698,76,98,65
57,95,54,1532,76,95,58
58,98,4,1689,86,91,74
59,98,4,1679,68,91,51
60,95,7,1539,86,77,62
61,96,11,1820,74,72,58
62,94,61,1675,77,99,57
63,96,7,1713,80,100,57
64,97,29,1606,89,99,65
65,98,2,1626,87,99,66
66,96,53,1591,73,97,56
67,96,5,1620,90,86,67
68,97,54,1729,85,97,64
69,98,19,1802,79,100,49
70,96,5,1449,90,100,62
71,95,100,1626,67,100,45
72,97,6,1581,81,97,60
73,99,2,1676,86,94,65
74,92,81,1414,196,99,77
75,96,36,1653,84,99,70
76,97,5,1643,78,97,61
77,95,6,1736,67,82,61
78,97,4,1740,69,97,55
79,97,74,1748,75,77,52
80,99,2,1843,82,95,63
81,97,3,1744,69,99,52
82,98,2,1689,83,97,63
83,96,5,1651,68,91,49
84,97,43,1798,79,95,61
85,98,4,1748,77,90,58
86,94,42,1641,90,96,68
87,96,92,1589,81,96,54
88,95,38,1615,68,97,58
89,96,5,1667,73,65,59
90,98,3,1636,86,99,75
91,99,1,1600,83,84,55
92,98,2,1576,76,93,57
93,96,8,1598,73,92,48
94,96,41,1617,66,100,50
95,95,20,1705,79,93,52
96,96,100,1837,80,100,74
97,95,62,1716,114,98,60
98,96,43,1679,88,99,69
99,98,11,1806,74,100,62
