,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,100,0,1947,27,98,47
1,100,0,1963,37,91,61
2,99,1,1677,33,88,47
3,100,0,1647,34,98,55
4,97,99,1686,29,99,53
5,99,1,1711,31,95,46
6,100,0,1670,26,96,54
7,98,66,1664,33,91,59
8,100,0,1706,25,94,50
9,78,99,1353,168,99,56
10,98,97,1774,34,99,62
11,98,84,1767,28,98,48
12,100,0,1686,36,90,64
13,99,2,1628,26,80,48
14,100,0,1706,28,84,46
15,100,0,1743,34,98,56
16,99,1,1743,30,100,51
17,98,32,1708,31,90,54
18,99,1,1688,39,100,66
19,100,0,1922,26,96,44
20,100,0,1874,33,100,56
21,98,5,1885,64,98,50
22,100,0,1735,33,86,56
23,99,42,1767,30,89,47
24,100,0,1742,33,99,58
25,100,0,1794,28,99,46
26,98,81,1737,31,97,53
27,99,28,1603,40,85,65
28,100,0,1774,34,100,61
29,100,0,1728,32,95,50
30,98,67,1665,29,96,46
31,100,0,1760,24,77,44
32,99,1,1686,31,89,54
33,99,98,1649,32,99,56
34,97,63,1667,26,100,51
35,97,82,1787,28,94,56
36,99,34,1800,30,100,49
37,99,1,1676,33,97,58
38,98,39,1702,33,85,56
39,100,0,1835,63,100,61
40,99,62,1770,29,93,44
41,97,12,1691,38,100,58
42,99,89,1736,27,89,46
43,99,1,1765,36,99,63
44,98,11,1829,26,91,46
45,99,16,1740,37,96,58
46,98,54,1820,32,97,48
47,97,80,1715,33,97,59
48,100,0,1825,27,98,49
49,100,0,1822,40,86,62
50,100,0,1771,24,99,43
51,99,1,1622,30,99,49
52,99,1,1757,31,100,51
53,99,72,1751,26,74,44
54,100,0,1846,36,89,54
55,99,16,1742,37,100,54
56,98,73,1685,37,81,59
57,100,0,1746,32,96,53
58,99,1,1883,30,87,51
59,99,1,1705,33,99,54
60,98,6,1697,35,93,56
61,98,89,1665,28,99,58
62,99,1,1575,29,96,51
63,98,24,1665,27,85,47
64,100,0,1862,35,99,62
65,99,18,1795,74,100,57
66,98,49,1914,35,99,65
67,97,18,1807,37,67,63
68,99,1,1770,33,91,65
69,100,0,1715,24,93,46
70,100,0,1652,36,97,55
71,98,91,1868,32,98,56
72,99,50,1825,28,100,49
73,100,0,1748,31,86,59
74,100,0,1835,27,99,43
75,99,31,1781,35,91,60
76,99,1,1697,29,96,54
77,99,74,1682,39,98,67
78,100,0,1708,28,68,53
79,91,91,1611,149,96,60
80,99,1,1784,23,57,48
81,99,1,1874,33,100,57
82,100,0,1879,23,100,43
83,99,1,1677,33,88,58
84,99,1,1788,30,78,53
85,98,82,1804,29,95,46
86,100,0,1804,28,99,50
87,100,0,1829,23,81,42
88,99,1,1880,28,54,48
89,100,0,1712,46,99,70
90,99,66,1672,38,99,59
91,99,81,1879,28,100,43
92,99,17,1687,29,85,46
93,99,1,1757,27,97,43
94,100,0,1785,32,94,55
95,99,65,1661,36,94,55
96,99,89,1689,21,98,42
97,99,90,1612,31,99,55
98,99,2,1778,32,97,53
99,99,11,1773,27,98,50
