,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2163.5,444.929454775,100,0,1794,38,84,58
1,2303.0,433.94847007,100,0,1858,25,95,43
2,2254.5,417.712920136,100,0,1883,31,85,52
3,2221.0,445.806580591,98,84,1781,27,92,51
4,2199.5,392.409086777,100,0,1699,29,89,55
5,2205.5,451.704664987,100,0,1760,31,94,49
6,2239.0,384.495435568,98,59,1742,32,96,53
7,2214.5,399.542904509,99,1,1659,35,88,58
8,2225.0,398.174281742,100,0,1616,31,48,51
9,2233.0,463.050978824,100,0,1792,28,93,45
10,2215.5,422.807529498,99,93,1706,34,95,61
11,2235.5,401.483095875,99,59,1724,36,100,59
12,2207.5,458.805943681,100,0,1900,30,90,53
13,2182.0,457.978238256,100,0,1779,29,92,50
14,2266.5,430.802052755,100,0,1790,23,68,39
15,2250.0,388.565844595,98,19,1761,33,93,57
16,2294.0,416.83844509,100,0,1882,27,96,47
17,2203.0,409.283189341,99,1,1721,30,100,53
18,2262.5,400.380831458,100,0,1758,36,92,56
19,2219.5,413.018810111,99,1,1827,31,99,55
20,2182.0,437.014031532,100,0,1730,34,100,57
21,2205.0,454.511143112,100,0,1723,24,97,41
22,2277.0,412.896644191,98,88,1864,31,71,53
23,2163.0,446.018513007,100,0,1668,29,100,43
24,2252.5,404.225133626,100,0,1838,34,81,54
25,2176.0,378.803946207,99,1,1601,31,76,51
26,2218.5,440.239561162,100,0,1892,29,100,52
27,2202.5,442.437330293,100,0,1752,30,93,57
28,2192.0,429.039130249,99,1,1734,27,98,52
29,2293.0,391.168920351,100,0,1830,28,90,49
30,2262.5,429.117184572,100,0,1851,26,89,45
31,2218.0,402.056883452,99,1,1788,32,88,50
32,2223.0,415.877279631,98,50,1853,31,94,51
33,2242.5,429.259813248,100,0,1851,32,95,53
34,2198.5,439.523723999,100,0,1794,27,84,45
35,2106.5,401.101169823,99,1,1736,22,74,42
36,2201.0,418.835439841,99,70,1655,31,94,52
37,2271.5,422.974143295,100,0,1792,32,98,52
38,2285.5,439.135192087,100,0,1847,28,93,50
39,2163.0,435.886370964,99,1,1715,23,83,46
40,2218.5,471.249036821,100,0,1877,37,96,61
41,2200.5,420.500251119,100,0,1692,30,72,55
42,2230.0,415.672922592,99,1,1643,32,93,54
43,2224.0,442.568557177,100,0,1844,21,100,37
44,2203.5,451.860420015,99,1,1838,31,85,53
45,2243.5,428.346015469,100,0,1752,28,99,53
46,2191.5,417.77815091,99,1,1763,38,97,58
47,2238.5,414.816296138,100,0,1779,31,93,51
48,2226.5,396.326114579,99,3,1702,26,96,54
49,2200.5,422.422887321,99,20,1810,29,94,49
50,2245.5,431.657756827,100,0,1843,30,90,51
51,2234.0,409.327586509,99,55,1689,28,88,51
52,2234.5,414.755213949,99,27,1801,24,97,44
53,2230.5,447.424995183,100,0,1768,33,97,56
54,2247.0,410.435938443,97,49,1702,38,98,63
55,2204.0,438.240311928,100,0,1778,34,96,57
56,2177.5,432.124599989,100,0,1670,24,99,44
57,2158.0,430.622700253,99,63,1608,32,90,52
58,2204.5,397.696112414,99,1,1719,35,94,53
59,2245.0,391.229394682,99,1,1600,27,99,50
60,2175.5,412.580661248,99,98,1713,36,98,63
61,2281.0,441.528627586,99,1,1866,21,95,41
62,2278.5,425.521888866,100,0,1951,27,88,52
63,2204.5,424.692252468,100,0,1789,37,89,66
64,2178.5,383.970868563,98,36,1694,38,94,65
65,2236.5,379.678565572,99,1,1776,43,97,66
66,2224.5,420.803672701,100,0,1901,31,97,54
67,2191.5,436.597038692,100,0,1839,29,82,49
68,2234.5,449.890425199,100,0,1815,28,84,45
69,2272.5,405.903454552,99,32,1772,29,82,51
70,2270.0,400.139460775,99,1,1699,33,87,54
71,2244.5,459.598430999,100,0,1878,24,79,44
72,2278.0,451.82430218,100,0,1838,29,99,49
73,2221.0,437.322590713,100,0,1912,32,94,64
74,2212.5,382.590203529,96,95,1592,37,94,59
75,2222.0,415.99310476,100,0,1711,35,89,55
76,2206.0,425.882853863,99,65,1843,26,91,47
77,2194.0,388.672528571,98,51,1677,35,81,56
78,2181.5,431.421253195,99,1,1745,33,86,54
79,2238.5,425.981772177,99,62,1643,31,100,58
80,2216.5,403.4625507,98,80,1785,31,92,53
81,2172.0,445.613827155,100,0,1710,29,95,49
82,2206.0,414.877801431,100,0,1713,24,98,43
83,2212.0,399.951433564,99,2,1812,30,98,51
84,2217.5,414.98608155,99,36,1760,27,92,47
85,2222.5,419.308931844,98,36,1821,27,62,47
86,2226.0,423.619558829,100,0,1764,29,95,56
87,2193.5,461.063836735,99,14,1738,24,99,43
88,2280.5,429.673282371,99,38,1772,32,78,52
89,2158.0,404.563098088,100,0,1750,28,95,47
90,2247.5,411.132528248,100,0,1783,29,92,47
91,2211.5,427.500380455,100,0,1737,29,99,46
92,2182.5,397.545977216,99,1,1820,31,95,53
93,2229.0,431.292467768,100,0,1928,24,59,46
94,2147.0,410.643251406,99,84,1804,37,84,64
95,2268.0,440.280590189,99,12,1756,28,98,55
96,2258.5,425.466885805,100,0,1683,30,100,50
97,2232.0,420.356282406,99,1,1789,21,84,38
98,2191.5,407.188626306,100,0,1766,31,86,53
99,2237.5,441.225203206,100,0,1857,27,57,49
