,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,99,1,1774,39,100,60
1,100,0,1718,24,78,44
2,100,0,1779,31,100,52
3,100,0,1725,29,91,52
4,100,0,1745,24,93,45
5,100,0,1773,25,99,48
6,100,0,1861,30,100,55
7,98,85,1843,32,99,51
8,100,0,1865,32,83,54
9,99,1,1811,29,91,47
10,100,0,1735,32,86,49
11,100,0,1705,31,95,52
12,99,60,1741,38,85,62
13,100,0,1740,26,84,47
14,98,90,1822,26,90,42
15,100,0,1838,39,95,63
16,99,9,1602,25,88,42
17,100,0,1733,31,99,55
18,100,0,1706,28,94,49
19,98,49,1751,31,86,56
20,97,63,1707,28,74,50
21,99,62,1636,29,89,54
22,100,0,1703,32,95,57
23,97,52,1729,34,92,58
24,100,0,1746,40,99,62
25,98,59,1677,30,87,52
26,100,0,1885,35,92,55
27,98,34,1676,36,92,56
28,100,0,1743,27,93,49
29,99,4,1505,41,98,67
30,97,96,1650,35,87,59
31,99,1,1713,32,95,49
32,99,14,1749,26,74,52
33,99,2,1725,30,81,56
34,100,0,1722,26,75,46
35,98,7,1771,34,75,59
36,100,0,1723,25,97,44
37,100,0,1846,30,99,47
38,99,80,1729,29,99,49
39,99,1,1753,25,100,45
40,99,1,1794,29,72,53
41,100,0,1773,33,82,50
42,100,0,1753,23,73,42
43,99,12,1777,25,100,46
44,100,0,1665,32,79,55
45,99,98,1838,29,100,50
46,98,69,1721,30,95,52
47,99,1,1728,32,100,59
48,97,50,1659,36,99,66
49,100,0,1704,30,100,47
50,100,0,1859,25,100,49
51,99,1,1602,32,100,51
52,100,0,1845,26,83,45
53,100,0,1711,26,88,42
54,98,47,1807,28,99,50
55,99,49,1815,37,100,62
56,100,0,1839,36,77,55
57,98,25,1738,33,94,54
58,100,0,1729,26,85,46
59,99,2,1775,74,100,51
60,97,13,1719,31,81,53
61,100,0,1669,39,97,59
62,99,92,1769,30,92,55
63,100,0,1793,23,88,42
64,99,59,1763,30,94,50
65,100,0,1675,29,97,45
66,100,0,1772,22,59,44
67,98,30,1731,28,82,49
68,100,0,1888,38,98,57
69,100,0,1758,32,96,53
70,99,1,1717,35,96,58
71,98,34,1799,29,88,51
72,99,87,1772,30,93,55
73,99,35,1841,26,71,48
74,98,15,1774,33,94,55
75,100,0,1779,25,89,45
76,99,1,1730,31,100,56
77,97,92,1618,22,96,46
78,98,30,1570,24,95,48
79,98,54,1591,39,99,61
80,100,0,1806,34,97,52
81,100,0,1684,32,94,56
82,100,0,1715,29,90,51
83,98,88,1755,33,88,57
84,100,0,1734,22,91,43
85,100,0,1700,32,73,52
86,99,61,1854,27,100,49
87,99,1,1797,36,100,55
88,100,0,1792,29,65,50
89,100,0,1670,29,88,51
90,100,0,1784,26,88,46
91,68,96,1224,194,99,75
92,100,0,1871,27,91,48
93,99,1,1613,31,74,56
94,99,77,1642,36,86,57
95,99,2,1673,33,95,58
96,100,0,1746,36,99,54
97,100,0,1802,31,90,53
98,100,0,1717,30,97,51
99,100,0,1666,27,95,44
