,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,100,0,1766,27,91,46
1,100,0,1696,30,100,49
2,100,0,1832,29,99,51
3,100,0,1745,30,74,49
4,98,87,1836,25,100,51
5,100,0,1628,37,92,62
6,99,1,1785,33,86,57
7,100,0,1712,36,100,62
8,100,0,1680,34,90,59
9,99,1,1776,24,97,44
10,98,29,1746,24,97,46
11,98,19,1884,36,91,63
12,99,1,1582,36,100,61
13,98,87,1845,30,89,49
14,99,1,1730,27,73,47
15,100,0,1852,28,96,52
16,99,10,1625,31,96,54
17,100,0,1794,18,94,38
18,98,75,1689,26,99,49
19,100,0,1681,36,99,59
20,100,0,1832,33,80,54
21,99,1,1845,26,95,43
22,100,0,1737,35,97,55
23,100,0,1842,27,94,47
24,100,0,1803,30,97,50
25,100,0,1776,28,82,52
26,98,13,1712,35,97,56
27,99,46,1710,21,99,40
28,99,1,1736,33,96,58
29,99,23,1689,25,100,48
30,100,0,1682,28,97,51
31,99,1,1645,27,87,46
32,100,0,1752,40,100,60
33,100,0,1705,29,73,55
34,100,0,1819,26,98,44
35,100,0,1800,30,86,48
36,99,1,1879,29,100,49
37,99,77,1853,67,99,60
38,97,86,1842,25,100,46
39,100,0,1729,28,98,46
40,99,90,1867,28,100,53
41,99,1,1670,28,87,50
42,65,96,1116,211,99,67
43,100,0,1792,30,95,49
44,100,0,1750,32,93,53
45,98,57,1656,31,92,55
46,99,39,1677,32,95,53
47,99,1,1842,27,97,51
48,100,0,1668,29,99,53
49,98,87,1522,41,87,64
50,99,1,1704,34,97,58
51,99,89,1526,30,92,49
52,99,44,1787,30,99,50
53,98,51,1564,28,94,45
54,100,0,1862,53,97,40
55,100,0,1750,28,98,45
56,99,73,1800,34,99,55
57,98,80,1732,38,97,61
58,100,0,1728,28,84,43
59,100,0,1907,17,98,36
60,99,1,1666,33,72,52
61,99,3,1824,25,83,41
62,100,0,1628,28,95,47
63,100,0,1728,31,95,53
64,100,0,1625,24,79,48
65,98,17,1849,35,71,59
66,100,0,1788,33,100,58
67,100,0,1726,31,66,52
68,99,92,1763,26,97,44
69,100,0,1748,28,99,45
70,100,0,1761,24,78,39
71,99,1,1856,40,91,62
72,99,1,1821,23,100,44
73,98,75,1713,25,95,46
74,100,0,1624,30,91,53
75,100,0,1701,30,94,57
76,99,14,1738,28,91,47
77,99,3,1708,27,100,50
78,99,2,1720,27,94,50
79,98,93,1697,26,93,44
80,99,1,1703,26,89,48
81,98,53,1699,28,85,45
82,100,0,1862,29,90,51
83,99,1,1786,20,96,39
84,100,0,1724,67,100,51
85,98,31,1627,28,99,49
86,98,30,1761,30,87,57
87,99,1,1698,25,98,46
88,99,1,1696,25,92,45
89,100,0,1652,31,91,49
90,98,84,1722,21,91,42
91,100,0,1775,26,86,50
92,100,0,1824,28,93,43
93,100,0,1781,34,78,56
94,100,0,1675,26,91,45
95,99,7,1677,26,90,48
96,100,0,1730,34,100,57
97,100,0,1859,24,93,44
98,99,32,1753,32,100,53
99,100,0,1845,32,94,53
