,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,99,17,1824,32,100,53
1,100,0,1710,29,92,50
2,100,0,1839,31,99,49
3,100,0,1758,29,98,51
4,99,2,1636,32,94,55
5,99,1,1697,29,98,51
6,99,100,1793,30,100,51
7,100,0,1823,27,95,49
8,99,37,1808,34,100,54
9,100,0,1839,39,97,63
10,100,0,1940,23,88,46
11,100,0,1764,19,88,39
12,99,1,1917,23,93,48
13,100,0,1745,32,90,52
14,99,1,1808,27,87,49
15,100,0,1778,29,98,53
16,99,1,1705,25,94,44
17,98,42,1663,31,81,51
18,98,55,1841,32,94,54
19,99,1,1777,33,97,55
20,100,0,1882,34,96,53
21,99,37,1664,38,78,61
22,100,0,1688,28,84,53
23,100,0,1710,29,98,53
24,100,0,1872,30,93,48
25,99,1,1754,26,100,47
26,98,10,1831,24,87,48
27,99,1,1700,32,93,49
28,99,1,1800,25,97,41
29,100,0,1785,31,97,53
30,99,50,1730,25,86,51
31,100,0,1729,29,89,55
32,99,1,1690,34,98,58
33,99,1,1722,31,99,51
34,99,1,1694,25,73,47
35,100,0,1793,36,99,59
36,99,1,1776,22,90,41
37,100,0,1669,27,98,51
38,98,80,1707,23,80,45
39,100,0,1730,26,85,49
40,99,20,1737,24,92,43
41,100,0,1714,24,89,42
42,100,0,1773,27,97,52
43,99,1,1810,29,99,48
44,99,1,1752,41,91,62
45,99,30,1858,26,92,49
46,98,66,1749,34,98,57
47,100,0,1764,32,100,54
48,98,17,1820,29,90,54
49,98,65,1715,40,92,67
50,100,0,1763,32,90,58
51,99,1,1651,38,91,65
52,100,0,1788,37,97,65
53,99,72,1854,31,98,56
54,99,1,1769,31,81,55
55,99,1,1836,38,99,63
56,98,66,1744,28,88,52
57,100,0,1900,26,99,46
58,100,0,1729,30,97,53
59,100,0,1743,22,69,42
60,99,39,1712,29,99,50
61,99,28,1712,28,95,47
62,99,86,1840,28,93,53
63,99,1,1674,29,80,52
64,99,1,1644,31,89,56
65,100,0,1690,29,95,54
66,100,0,1748,33,93,55
67,100,0,1848,29,100,49
68,97,58,1782,33,88,54
69,99,1,1732,20,100,40
70,99,1,1804,25,92,48
71,99,1,1732,35,99,52
72,99,1,1673,26,96,45
73,99,69,1704,29,87,53
74,99,1,1855,23,92,42
75,100,0,1773,23,79,42
76,100,0,1930,29,97,51
77,98,2,1742,31,92,46
78,98,2,1712,35,97,61
79,100,0,1829,30,99,51
80,100,0,1706,24,98,42
81,99,1,1774,38,99,59
82,98,37,1718,31,82,57
83,100,0,1736,28,59,53
84,99,1,1750,23,94,39
85,99,1,1728,30,100,60
86,98,17,1782,32,89,50
87,99,1,1785,31,94,54
88,100,0,1650,33,94,54
89,100,0,1702,35,95,57
90,99,31,1874,25,99,42
91,99,35,1742,20,94,35
92,100,0,1738,34,98,54
93,99,1,1717,36,98,59
94,99,10,1759,29,97,49
95,100,0,1844,31,100,51
96,99,64,1734,26,100,47
97,99,1,1866,39,100,63
98,100,0,1797,28,90,47
99,100,0,1749,26,96,48
