,reward_sum,disc_reward_sum,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,2250.0,405.671472998,99,18,1698,27,69,46
1,2221.0,468.208053218,100,0,1825,24,93,40
2,2177.5,390.165181486,98,6,1698,35,88,60
3,2186.5,437.28769299,100,0,1823,38,95,59
4,2169.0,411.957523424,99,30,1703,30,73,51
5,2228.0,422.508678393,99,5,1676,32,92,56
6,2229.0,424.098071682,100,0,1858,27,98,43
7,2167.5,404.429412863,99,1,1718,24,79,44
8,2201.5,388.970598602,98,29,1642,30,96,50
9,2190.5,431.312605179,99,51,1806,29,89,54
10,2291.5,409.285745584,100,0,1703,30,97,51
11,2243.5,440.784199439,99,86,1830,24,97,48
12,2233.5,409.28779712,98,14,1719,26,89,45
13,2266.0,454.787411317,100,0,1860,24,99,48
14,2240.5,438.508580516,100,0,1873,24,70,42
15,2186.5,434.186069436,100,0,1833,35,89,59
16,2177.5,421.420844687,98,18,1830,29,98,45
17,2305.5,453.849463188,100,0,1887,29,85,49
18,2155.0,425.94183984,99,3,1730,39,88,55
19,2301.5,415.410347629,100,0,1826,31,73,53
20,2304.5,427.400652681,100,0,1732,33,100,52
21,2156.5,454.109464596,100,0,1761,26,88,40
22,2188.5,388.868180066,99,2,1665,28,90,54
23,2238.5,421.978396763,100,0,1776,32,95,50
24,2211.5,437.075857735,99,58,1753,27,96,51
25,2209.0,408.033277132,99,65,1800,34,87,58
26,2151.5,409.615980001,98,46,1709,35,89,54
27,2205.0,432.116100903,98,55,1652,36,98,56
28,2293.0,455.891221112,99,45,1879,27,100,45
29,2252.0,397.35859738,98,46,1798,30,68,51
30,2269.0,361.768420038,98,78,1708,33,95,62
31,2200.5,450.559201274,100,0,1857,27,80,47
32,2205.5,424.840272984,100,0,1752,33,98,54
33,2229.0,428.303814435,99,3,1739,27,99,49
34,2195.5,397.98624491,99,1,1737,28,96,47
35,2182.0,425.990206231,97,92,1658,28,94,46
36,2224.0,417.582356788,99,1,1782,23,95,44
37,2134.0,436.041517339,100,0,1678,24,93,42
38,2212.0,447.058843692,98,75,1725,38,88,62
39,2302.5,434.337497201,100,0,1803,25,85,43
40,2241.0,422.66793937,99,97,1739,35,98,55
41,2140.5,387.34811143,99,1,1654,34,76,60
42,2202.0,370.850654357,98,7,1789,30,99,55
43,2189.5,426.394239401,100,0,1665,33,94,56
44,2151.5,428.919150946,99,71,1664,23,75,42
45,2232.0,417.351293078,99,3,1762,31,100,52
46,2276.5,406.946084602,100,0,1783,33,99,56
47,2221.5,407.340445184,99,1,1726,31,50,49
48,2213.0,391.0758169,98,7,1739,48,88,66
49,2325.0,434.096313475,100,0,1621,65,90,56
50,2245.5,458.033857919,99,14,1802,27,99,43
51,2252.0,430.099203465,100,0,1724,30,95,53
52,2204.0,380.186645996,100,0,1663,36,91,57
53,2304.0,402.018931935,100,0,1743,38,99,63
54,2196.5,423.632242575,100,0,1726,28,100,52
55,2302.0,390.828002842,99,1,1763,40,98,58
56,2254.0,421.618092977,99,4,1734,28,88,45
57,2255.0,423.912262504,100,0,1735,25,83,47
58,2215.5,438.86959646,100,0,1839,20,94,42
59,2211.5,452.516418471,100,0,1770,23,98,44
60,2195.0,443.725722721,99,21,1829,30,90,52
61,2217.5,413.742787042,98,11,1792,27,98,48
62,2245.0,421.51023128,99,1,1802,37,90,63
63,2185.0,443.115301358,100,0,1794,32,97,46
64,2152.0,417.358036831,99,14,1775,32,95,57
65,2202.0,450.919284466,100,0,1804,22,83,36
66,2221.0,373.475218676,100,0,1618,40,91,65
67,2255.5,390.255181259,99,1,1656,31,96,57
68,2295.0,417.154055634,98,57,1817,31,93,51
69,2203.0,415.533787884,99,1,1884,31,97,60
70,2228.5,395.283238434,99,1,1682,30,96,51
71,2249.0,389.421495017,99,1,1701,35,87,55
72,2258.5,430.568495595,100,0,1839,23,91,41
73,2248.0,432.106664158,100,0,1873,31,96,55
74,2214.5,406.805206125,99,1,1845,26,98,47
75,2288.0,414.743842345,100,0,1860,29,100,46
76,2231.0,396.035552488,99,1,1701,28,95,51
77,2278.5,446.998016648,99,36,1879,26,93,42
78,2235.0,434.464655605,99,19,1806,35,78,54
79,2248.0,397.903306164,99,1,1769,28,67,47
80,2156.0,402.249697737,98,35,1673,31,98,56
81,2161.5,408.626151568,98,2,1725,28,97,42
82,2198.5,415.795850781,99,60,1719,32,92,53
83,2139.0,399.249285731,99,8,1626,29,98,49
84,2196.0,440.340366212,97,68,1726,28,93,48
85,2227.5,451.53548748,100,0,1769,27,82,47
86,2161.0,406.012591281,99,2,1709,34,100,50
87,2267.5,408.740217028,98,41,1767,37,94,62
88,2253.5,425.615753419,100,0,1840,31,89,52
89,2272.0,424.930739647,100,0,1821,32,98,63
90,2148.0,421.401510354,99,1,1819,28,86,50
91,2193.5,401.516050849,98,49,1723,31,81,54
92,2223.0,444.09324454,100,0,1743,27,100,46
93,2269.5,404.693085574,99,1,1712,33,93,58
94,2199.5,424.174157577,100,0,1747,28,77,50
95,2232.5,405.649228051,100,0,1768,37,100,62
96,2248.0,442.522563773,100,0,1783,24,97,46
97,2221.5,442.503434505,99,1,1938,27,97,45
98,2226.0,400.712628186,98,4,1794,25,89,50
99,2230.0,402.027464976,97,95,1726,32,95,52
