,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,98,3,1756,30,86,50
1,99,42,1919,56,94,52
2,100,0,1800,31,98,52
3,99,53,1756,27,87,46
4,98,6,1822,29,93,50
5,98,93,1719,24,97,46
6,99,2,1764,33,99,52
7,99,74,1541,24,92,40
8,99,1,1749,27,88,47
9,100,0,1759,24,100,45
10,97,51,1733,28,90,49
11,99,1,1844,35,92,56
12,99,33,1823,28,100,40
13,99,19,1813,27,93,46
14,100,0,1837,28,93,47
15,97,18,1744,29,81,49
16,98,37,1731,31,89,53
17,100,0,1813,30,98,51
18,99,73,1756,35,88,56
19,100,0,1708,34,85,54
20,100,0,1648,27,94,48
21,98,75,1841,25,98,45
22,99,1,1790,31,97,51
23,99,1,1909,24,98,43
24,100,0,1843,32,96,55
25,99,14,1700,27,78,50
26,100,0,1811,25,92,48
27,100,0,1931,25,79,42
28,99,10,1894,25,100,47
29,100,0,1799,20,79,39
30,99,75,1552,35,98,61
31,99,1,1700,21,51,39
32,100,0,1795,28,89,48
33,99,36,1663,26,98,41
34,99,1,1790,24,96,43
35,100,0,1727,30,98,54
36,99,31,1747,28,96,49
37,100,0,1722,23,92,45
38,99,1,1765,38,95,63
39,99,68,1711,40,100,61
40,100,0,1747,38,74,61
41,99,1,1812,31,98,50
42,99,1,1714,26,94,45
43,99,1,1649,38,96,64
44,99,1,1785,33,89,65
45,100,0,1648,36,88,53
46,100,0,1748,28,77,43
47,100,0,1757,26,84,46
48,100,0,1863,29,99,48
49,99,26,1810,31,92,54
50,99,1,1710,27,96,51
51,98,19,1750,26,97,51
52,100,0,1796,28,96,51
53,100,0,1806,24,97,48
54,98,23,1832,32,95,58
55,98,39,1826,25,89,44
56,99,55,1766,31,94,47
57,99,7,1720,30,91,48
58,99,1,1854,23,58,41
59,100,0,1744,25,96,46
60,99,1,1756,34,100,59
61,100,0,1715,30,95,57
62,100,0,1717,25,100,48
63,99,71,1831,21,100,42
64,100,0,1655,26,92,49
65,98,94,1803,35,90,62
66,100,0,1710,29,91,47
67,98,48,1750,27,96,50
68,100,0,1731,25,99,45
69,100,0,1846,27,98,48
70,100,0,1724,35,94,50
71,99,4,1757,25,92,45
72,100,0,1779,35,83,56
73,98,14,1753,25,90,45
74,100,0,1595,25,89,44
75,100,0,1760,32,94,56
76,98,61,1811,35,84,57
77,100,0,1733,25,85,50
78,100,0,1702,33,91,52
79,100,0,1750,27,88,53
80,100,0,1790,27,99,46
81,98,21,1652,31,94,53
82,99,6,1703,39,97,48
83,99,1,1846,22,62,40
84,97,27,1693,39,100,48
85,100,0,1727,32,90,52
86,100,0,1713,39,92,60
87,100,0,1841,27,95,50
88,100,0,1707,26,79,49
89,100,0,1744,27,100,50
90,99,82,1870,29,82,45
91,100,0,1698,25,92,47
92,100,0,1815,31,98,49
93,100,0,1689,25,90,43
94,99,1,1754,28,66,49
95,99,40,1623,27,97,47
96,100,0,1811,59,100,53
97,100,0,1801,27,92,47
98,99,15,1644,28,95,42
99,100,0,1753,27,90,46
