,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,100,0,1725,31,95,51
1,100,0,1690,23,96,43
2,100,0,1735,30,99,53
3,99,53,1762,29,98,48
4,99,1,1690,27,95,48
5,99,1,1743,34,100,56
6,99,89,1783,30,99,52
7,100,0,1721,30,88,56
8,100,0,1704,29,86,53
9,99,88,1782,30,99,55
10,100,0,1707,20,97,42
11,100,0,1854,26,91,48
12,97,69,1815,29,98,50
13,99,10,1686,32,98,56
14,99,3,1879,33,99,57
15,99,1,1769,28,98,49
16,100,0,1838,30,95,51
17,100,0,1691,33,92,64
18,99,1,1819,30,97,54
19,100,0,1699,32,80,50
20,98,16,1819,31,73,54
21,100,0,1745,24,100,44
22,100,0,1855,22,90,38
23,99,1,1800,33,99,57
24,100,0,1798,21,65,35
25,99,27,1688,36,100,55
26,99,1,1707,25,82,47
27,100,0,1777,25,96,43
28,100,0,1892,23,97,45
29,100,0,1685,28,90,45
30,100,0,1640,26,84,43
31,99,1,1948,35,92,55
32,98,2,1712,31,98,53
33,99,5,1737,31,87,49
34,99,1,1874,31,100,50
35,100,0,1672,24,80,45
36,100,0,1757,31,98,56
37,99,1,1746,35,99,57
38,98,30,1799,30,98,49
39,99,1,1705,24,99,49
40,98,47,1746,26,79,45
41,100,0,1742,27,97,46
42,97,65,1781,25,94,44
43,98,92,1566,35,99,59
44,100,0,1816,30,100,51
45,99,12,1741,26,90,40
46,100,0,1791,25,88,47
47,100,0,1925,24,87,44
48,100,0,1914,32,73,52
49,100,0,1710,30,95,51
50,100,0,1679,21,71,40
51,100,0,1849,31,96,53
52,99,1,1684,26,80,45
53,100,0,1844,32,91,58
54,99,1,1697,35,76,55
55,100,0,1805,24,94,47
56,99,14,1765,37,100,62
57,100,0,1833,22,98,43
58,100,0,1745,20,92,43
59,99,11,1691,27,100,49
60,99,1,1649,32,98,61
61,100,0,1875,20,79,40
62,100,0,1747,30,88,50
63,100,0,1893,30,96,52
64,100,0,1783,31,81,53
65,100,0,1894,21,87,37
66,100,0,1928,29,82,51
67,99,1,1710,25,97,44
68,100,0,1871,27,94,48
69,99,1,1746,37,94,56
70,98,85,1616,32,91,57
71,99,1,1791,23,99,41
72,100,0,1728,21,100,36
73,100,0,1763,29,96,49
74,99,1,1758,30,96,52
75,100,0,1768,25,92,45
76,99,67,1719,26,96,45
77,99,1,1749,28,95,53
78,100,0,1764,31,99,52
79,99,1,1758,30,97,52
80,100,0,1721,30,90,47
81,100,0,1716,27,96,50
82,100,0,1666,38,89,63
83,100,0,1769,34,95,52
84,99,5,1822,31,79,49
85,98,81,1741,32,99,45
86,98,73,1753,37,100,61
87,99,28,1776,21,98,38
88,99,1,1761,33,100,55
89,98,32,1694,28,79,46
90,99,1,1844,28,73,50
91,100,0,1772,26,100,48
92,99,1,1646,28,85,52
93,100,0,1815,28,97,48
94,100,0,1650,27,83,45
95,100,0,1778,29,100,51
96,98,62,1911,28,96,58
97,100,0,1782,33,99,55
98,99,1,1894,30,98,56
99,100,0,1784,30,100,53
