,n_dest_reached,last_dest_fail,sum_time_left,n_penalties,last_penalty,len_qvals
0,99,1,1745,30,99,56
1,99,40,1723,28,100,50
2,100,0,1734,22,85,43
3,99,1,1668,31,96,52
4,99,1,1847,36,97,61
5,100,0,1798,34,92,53
6,97,80,1653,27,100,47
7,100,0,1661,35,89,53
8,100,0,1758,31,98,54
9,100,0,1724,21,96,39
10,100,0,1844,28,91,45
11,99,1,1749,37,95,62
12,100,0,1829,27,62,45
13,99,27,1813,58,93,45
14,98,3,1706,32,91,52
15,100,0,1729,31,100,54
16,99,23,1718,29,96,48
17,99,1,1559,34,95,57
18,99,23,1671,25,94,42
19,98,86,1751,30,95,52
20,100,0,1826,32,84,52
21,100,0,1756,37,99,56
22,100,0,1664,33,97,55
23,98,35,1698,30,95,48
24,99,2,1800,35,85,62
25,100,0,1840,25,99,46
26,99,1,1706,35,83,62
27,100,0,1775,29,92,50
28,99,1,1686,28,72,52
29,99,50,1807,34,94,60
30,100,0,1640,33,92,55
31,100,0,1809,38,97,57
32,100,0,1871,22,96,45
33,98,57,1723,36,93,61
34,100,0,1785,22,95,39
35,100,0,1718,36,95,57
36,100,0,1743,22,79,44
37,99,73,1771,24,91,46
38,98,2,1844,29,100,46
39,99,99,1777,21,99,44
40,100,0,1617,29,96,51
41,99,27,1644,31,95,48
42,99,8,1816,33,99,53
43,100,0,1679,24,99,41
44,100,0,1841,57,100,49
45,99,1,1663,29,100,53
46,99,90,1744,29,92,56
47,99,58,1819,32,94,51
48,99,53,1827,28,83,50
49,100,0,1742,29,93,50
50,99,1,1747,32,94,52
51,98,96,1693,31,95,51
52,98,98,1651,29,98,50
53,98,71,1724,31,79,54
54,100,0,1709,34,98,53
55,98,91,1829,27,91,50
56,97,46,1655,41,96,61
57,100,0,1813,36,88,55
58,99,14,1781,42,80,46
59,100,0,1905,27,100,45
60,100,0,1735,34,95,55
61,99,100,1693,25,95,42
62,99,1,1763,28,100,54
63,98,60,1757,21,98,41
64,100,0,1735,25,95,50
65,100,0,1810,33,90,56
66,100,0,1773,31,96,50
67,99,1,1852,32,97,55
68,99,66,1771,29,96,49
69,99,1,1845,27,84,48
70,99,46,1711,33,97,59
71,99,43,1706,40,94,48
72,99,1,1809,34,99,56
73,100,0,1698,28,98,44
74,100,0,1860,26,89,49
75,99,47,1837,34,85,61
76,100,0,1747,28,84,52
77,98,79,1840,31,94,56
78,100,0,1712,26,89,47
79,100,0,1842,30,98,51
80,100,0,1833,31,95,56
81,99,89,1807,27,98,50
82,100,0,1768,25,93,41
83,100,0,1678,23,96,42
84,99,61,1851,30,99,47
85,100,0,1829,32,96,50
86,99,3,1771,29,88,53
87,100,0,1880,34,64,56
88,99,18,1753,24,84,47
89,99,36,1753,29,95,49
90,99,76,1712,29,76,49
91,97,37,1779,26,90,44
92,99,13,1709,32,94,55
93,99,1,1739,29,95,52
94,100,0,1835,28,77,50
95,99,3,1863,24,73,45
96,100,0,1691,32,89,52
97,100,0,1737,31,100,58
98,99,1,1726,29,88,51
99,100,0,1737,23,100,43
